股票代码,简称,1,2,3,4,5,6,7,8,9,10
600000,浦发银行,"股东名称：中国移动通信集团广东有限公司;持股数量：3,730,694,283;持股比例：20%","股东名称：上海国际集团有限公司;持股数量：3,157,513,917;持股比例：16.93%","股东名称：上海国际信托有限公司;持股数量：975,923,794;持股比例：5.23%","股东名称：上海国鑫投资发展有限公司;持股数量：377,101,999;持股比例：2.02%","股东名称：中国平安人寿保险股份有限公司－传统－普通保险产品;持股数量：272,109,484;持股比例：1.46%","股东名称：百联集团有限公司;持股数量：190,083,517;持股比例：1.02%","股东名称：中国烟草总公司江苏省公司（江苏省烟草公司）;持股数量：160,880,407;持股比例：0.86%","股东名称：中国证券金融股份有限公司;持股数量：133,073,014;持股比例：0.71%","股东名称：雅戈尔集团股份有限公司;持股数量：116,600,000;持股比例：0.63%","股东名称：上海市邮政公司;持股数量：113,141,353;持股比例：0.61%"
600001,邯郸钢铁,"","","","","","","","","",""
600002,齐鲁退市,"","","","","","","","","",""
600003,ST东北高,"","","","","","","","","",""
600004,白云机场,"股东名称：广东省机场管理集团有限公司;持股数量：712,591,458;持股比例：61.96%","股东名称：山西信托股份有限公司－信海五号集合资金信托;持股数量：5,966,559;持股比例：0.52%","股东名称：国泰君安证券股份有限公司;持股数量：5,801,128;持股比例：0.5%","股东名称：广州交通投资有限公司;持股数量：5,240,000;持股比例：0.46%","股东名称：招商银行股份有限公司－上证红利交易型开放式指数证券投资基金;持股数量：4,327,656;持股比例：0.38%","股东名称：中国民航机场建设集团公司;持股数量：3,650,000;持股比例：0.32%","股东名称：过亦清;持股数量：3,000,000;持股比例：0.26%","股东名称：航联保险经纪有限公司;持股数量：2,800,000;持股比例：0.24%","股东名称：中国工商银行股份有限公司－富国中证红利指数增强型证券投资基金;持股数量：2,545,745;持股比例：0.22%","股东名称：中国人寿保险股份有限公司(台湾)－自有资金;持股数量：2,528,689;持股比例：0.22%"
600005,武钢股份,"股东名称：武汉钢铁(集团)公司;持股数量：6,795,503,954;持股比例：67.32%","股东名称：吉富创业投资股份有限公司;持股数量：215,956,834;持股比例：2.14%","股东名称：杨涛;持股数量：51,470,795;持股比例：0.51%","股东名称：中国人寿保险(集团)公司－传统－普通保险产品;持股数量：21,000,000;持股比例：0.21%","股东名称：中国人寿保险股份有限公司－分红－个人分红－005L－FH002沪;持股数量：20,910,498;持股比例：0.21%","股东名称：中国人民人寿保险股份有限公司－万能－个险万能;持股数量：17,706,362;持股比例：0.18%","股东名称：大通证券股份有限公司;持股数量：14,360,277;持股比例：0.14%","股东名称：廖强;持股数量：12,750,354;持股比例：0.13%","股东名称：王肇源;持股数量：12,511,454;持股比例：0.12%","股东名称：操丹洋;持股数量：12,453,059;持股比例：0.12%"
600006,东风汽车,"股东名称：东风汽车有限公司;持股数量：1,202,000,000;持股比例：60.1%","股东名称：全国社保基金一零二组合                                                          ;持股数量：10,000,000;持股比例：0.5%","股东名称：叶孝兆;持股数量：3,056,206;持股比例：0.15%","股东名称：曾志琼;持股数量：2,880,000;持股比例：0.14%","股东名称：唐媛;持股数量：1,970,000;持股比例：0.1%","股东名称：中国农业银行股份有限公司－中证500交易型开放式指数证券投资基金                   ;持股数量：1,965,693;持股比例：0.1%","股东名称：国泰君安证券股份有限公司约定购回式证券交易专用证券账户                          ;持股数量：1,861,600;持股比例：0.09%","股东名称：王细林;持股数量：1,769,700;持股比例：0.09%","股东名称：尚飞                                                                            ;持股数量：1,772,208;持股比例：0.09%","股东名称：李苑琦                                                                          ;持股数量：1,820,050;持股比例：0.09%"
600007,中国国贸,"股东名称：中国国际贸易中心有限公司;持股数量：812,360,241;持股比例：80.65%","股东名称：YALE UNIVERSITY                                                                 ;持股数量：16,299,587;持股比例：1.62%","股东名称：中国农业银行股份有限公司－新华优选分红混合型证券投资基金                        ;持股数量：11,047,689;持股比例：1.1%","股东名称：MERRILL LYNCH INTERNATIONAL                                                     ;持股数量：10,401,502;持股比例：1.03%","股东名称：高瓴资本管理有限公司－HCM中国基金                                               ;持股数量：6,995,028;持股比例：0.69%","股东名称：中国工商银行－诺安股票证券投资基金                                              ;持股数量：6,292,326;持股比例：0.62%","股东名称：张利国;持股数量：5,463,575;持股比例：0.54%","股东名称：恒天投资管理有限公司                                                            ;持股数量：5,094,200;持股比例：0.51%","股东名称：得克萨斯大学体系董事会－自有资金                                                ;持股数量：4,689,341;持股比例：0.47%","股东名称：中国建设银行股份有限公司－新华钻石品质企业股票型证券投资基金                    ;持股数量：4,429,317;持股比例：0.44%"
600008,首创股份,"股东名称：北京首都创业集团有限公司;持股数量：1,309,291,709;持股比例：59.52%","股东名称：中国人寿保险股份有限公司－分红－个人分红－005L－FH002沪;持股数量：13,629,287;持股比例：0.62%","股东名称：楼文胜;持股数量：12,388,888;持股比例：0.56%","股东名称：北京高校房地产开发总公司;持股数量：8,100,000;持股比例：0.37%","股东名称：中国建设银行－华夏优势增长股票型证券投资基金;持股数量：5,899,758;持股比例：0.27%","股东名称：中国银行股份有限公司－嘉实沪深300交易型开放式指数证券投资基金;持股数量：5,917,670;持股比例：0.27%","股东名称：中国建设银行股份有限公司－华夏盛世精选股票型证券投资基金;持股数量：4,999,969;持股比例：0.23%","股东名称：中国人寿保险股份有限公司－传统－普通保险产品－005L－CT001沪;持股数量：4,311,332;持股比例：0.2%","股东名称：中国工商银行股份有限公司－华夏沪深300交易型开放式指数证券投资基金;持股数量：4,281,082;持股比例：0.19%","股东名称：浙商证券股份有限公司约定购回式证券交易专用证券账户;持股数量：4,000,000;持股比例：0.18%"
600009,上海机场,"股东名称：上海机场（集团）有限公司;持股数量：1,026,177,895;持股比例：53.25%","股东名称：UBS   AG;持股数量：26,993,166;持股比例：1.4%","股东名称：YALE UNIVERSITY;持股数量：20,910,997;持股比例：1.09%","股东名称：加拿大年金计划投资委员会－自有资金;持股数量：18,346,803;持股比例：0.95%","股东名称：中国光大银行股份有限公司－光大保德信量化核心证券投资基金;持股数量：16,959,172;持股比例：0.88%","股东名称：MORGAN STANLEY & CO. INTERNATIONAL PLC.;持股数量：16,742,646;持股比例：0.87%","股东名称：中国国际金融香港资产管理有限公司－客户资金;持股数量：15,043,504;持股比例：0.78%","股东名称：MERRILL LYNCH INTERNATIONAL;持股数量：14,955,957;持股比例：0.78%","股东名称：国际金融－渣打－GOVERNMENT OF SINGAPORE INVESTMENT CORPORATION PTE LTD;持股数量：14,054,466;持股比例：0.73%","股东名称：中国工商银行－博时精选股票证券投资基金;持股数量：13,999,553;持股比例：0.73%"
