股票代码,简称,货币资金(元),结算备付金(元),拆出资金(元),交易性金融资产(元),应收票据(元),应收帐款(元),预付帐款(元),应收保费(元),应收分保账款(元),应收分保合同准备金(元),应收利息(元),应收股利(元),其他应收款(元),买入返售金融资产(元),存货(元),一年内到期的非流动资产(元),其他流动资产(元),流动资产合计(元),发放贷款和垫款(元),可供出售金融资产(元),持有至到期投资(元),长期应收款(元),长期股权投资(元),投资性房地产(元),固定资产净额(元),在建工程(元),工程物资(元),固定资产清理(元),生产性生物资产(元),油气资产(元),无形资产(元),开发支出(元),商誉(元),长期待摊费用(元),递延税款借项合计(元),其他长期资产(元),非流动资产合计(元),资产总计(元),短期借款(元),向中央银行借款(元),吸收存款及同业存放(元),拆入资金(元),交易性金融负债(元),应付票据(元),应付帐款(元),预收帐款(元),卖出回购金融资产款(元),应付手续费及佣金(元),应付职工薪酬(元),应交税金(元),应付利息(元),应付股利(元),其他应付款(元),应付分保账款(元),保险合同准备金(元),代理买卖证券款(元),代理承销证券款(元),一年内到期的长期负债(元),其他流动负债(元),流动负债合计(元),长期借款(元),应付债券(元),长期应付款(元),专项应付款(元),预计负债(元),递延税款贷项合计(元),其他长期负债(元),长期负债合计(元),负债合计(元),股本(元),资本公积(元),库存股(元),盈余公积(元),一般风险准备(元),未分配利润(元),外币报表折算差额(元),归属于母公司所有者权益合计(元),少数股东权益(元),股东权益合计(元),负债和股东权益合计(元)
600010,包钢股份,"3,490,816,499.25","0","0","31,381,597.22","3,680,299,588.97","885,570,733.17","975,088,448.57","0","0","0","0","0","232,652,525.1","0","11,005,971,969.57","0","38,870,918.97","20,340,652,280.82","0","0","0","0","289,401,362.34","0","16,422,263,429.44","4,208,338,634.33","0","0","0","0","232,722","0","0","0","783,098,669.85","0","21,703,334,817.96","42,043,987,098.78","1,520,000,000","0","0","0","0","3,253,980,000","7,330,883,466.5","4,771,846,019.04","0","0","232,915,219.68","-581,798,054.73","46,810,000","267,940.08","845,495,166.19","0","0","0","0","2,199,165,111.66","0","19,619,564,868.42","7,260,817,914.82","1,000,000,000","1,513,651,266","0","0","2,762,951.33","0","9,777,232,132.15","29,396,797,000.57","6,423,643,659","3,925,926,505.24","0","874,646,179.09","0","1,372,395,711.46","0","12,604,723,839.77","42,466,258.44","12,647,190,098.21","42,043,987,098.78"
600011,华能国际,"9,547,908,196","0","0","0","636,542,203","10,272,593,414","1,228,515,418","0","0","0","730,355","0","1,602,901,561","0","5,190,435,156","101,332,688","80,988,696","28,794,580,047","0","1,949,727,308","0","709,559,946","11,982,633,334","0","123,653,446,684","26,243,063,527","6,014,979,607","86,995,876","0","0","7,507,217,342","0","11,955,539,690","154,269,928","867,182,843","3,942,073,515","195,158,167,779","223,952,747,826","44,047,183,998","0","0","0","0","75,351,966","5,339,792,472","137,725,313","0","0","271,061,620","-2,017,347,239","577,022,852","79,680,686","12,237,135,183","0","0","0","0","13,782,550,038","5,439,065,424","80,055,834,064","65,184,902,502","13,831,150,101","83,223,484","2,702,264","0","1,605,716,163","2,234,140,427","83,037,697,713","163,093,531,777","14,055,383,440","17,746,199,069","0","7,004,875,161","0","13,978,608,875","93,404,864","52,891,269,202","7,967,946,847","60,859,216,049","223,952,747,826"
600012,皖通高速,"756,506,986.56","0","0","0","0","0","0","0","0","0","0","3,990,000","74,847,271.48","0","3,761,342.15","0","0","839,105,600.19","0","0","0","0","31,563,286.38","28,970,228.31","556,938,610.43","241,512,775.38","0","0","0","0","7,673,277,722.07","0","0","0","40,019,477.28","0","8,572,282,099.85","9,411,387,700.04","120,000,000","0","0","0","0","0","424,465,128.02","0","0","0","28,982,297.43","111,725,212.76","177,300","0","98,511,362.81","0","0","0","0","0","28,949,188.76","812,810,489.78","196,900,000","1,976,757,095.65","307,814,125.3","0","0","44,782,592.67","45,972,033.77","2,572,225,847.39","3,385,036,337.17","1,658,610,000","477,854,684.43","0","810,353,094.84","0","2,768,162,009.29","0","5,756,707,003.2","269,644,359.67","6,026,351,362.87","9,411,387,700.04"
600015,华夏银行,"0","0","36,485,612,200","106,446,265","0","0","0","0","0","0","2,917,283,614.95","0","1,573,270,973.94","240,084,250,169.41","0","0","0","0","514,863,428,181.77","14,859,482,016.4","66,295,430,284.8","0","81,798,511.34","39,129,049.41","5,314,014,854.56","586,650,740.67","0","0","0","0","0","0","0","0","1,693,338,001.56","0","0","1,040,230,442,233.4","0","0","0","10,983,960,411.25","0","0","0","0","89,866,546,922.56","0","2,055,211,542.69","2,463,161,534.84","4,879,027,891.34","0","3,080,013,774.83","0","0","0","0","0","0","0","0","24,020,000,000","0","0","63,518,291.5","6,513,399.65","0","0","1,004,734,562,067.13","4,990,528,316","14,277,520,713.5","0","2,382,657,245.88","8,410,013,782.14","5,435,160,108.75","0","35,495,880,166.27","0","35,495,880,166.27","1,040,230,442,233.4"
600016,民生银行,"0","0","36,453,000,000","6,024,000,000","0","0","0","0","0","0","5,169,000,000","0","0","112,932,000,000","0","0","0","0","1,037,723,000,000","35,067,000,000","128,610,000,000","0","125,000,000","0","7,764,000,000","355,000,000","0","0","0","0","1,519,000,000","0","0","0","4,455,000,000","0","0","1,823,737,000,000","0","0","0","10,975,000,000","0","0","0","0","23,873,000,000","0","3,199,000,000","6,242,000,000","8,774,000,000","54,000,000","0","0","0","0","0","0","0","0","0","21,496,000,000","0","0","1,966,000,000","0","0","0","1,718,480,000,000","26,715,000,000","37,787,000,000","0","5,903,000,000","13,822,000,000","19,881,000,000","0","104,108,000,000","1,149,000,000","105,257,000,000","1,823,737,000,000"
600017,日照港,"336,207,477.9","0","0","0","463,263,594.62","327,569,497.62","8,035,069.16","0","0","0","0","0","18,716,523.17","0","138,609,822.44","0","0","1,292,401,984.91","0","0","0","0","307,714,796.27","0","5,693,223,655.57","345,244,829.31","0","0","0","0","969,096,888.95","0","32,937,365.05","0","6,634,037.86","9,900,000","7,364,751,573.01","8,657,153,557.92","620,000,000","0","0","0","0","0","57,206,909.48","60,354,871.43","0","0","48,148,120.69","206,830,441.11","1,026,666.71","0","141,578,796.75","0","0","0","0","555,000,000","0","1,690,145,806.17","1,352,521,113.24","762,713,559.5","0","0","0","0","0","2,115,234,672.74","3,805,380,478.91","2,265,153,060","729,651,077.51","0","203,509,005.26","0","1,324,424,556.38","0","4,522,737,699.15","329,035,379.86","4,851,773,079.01","8,657,153,557.92"
600018,上港集团,"6,896,026,447.33","0","0","0","235,564,196.08","2,196,437,093.92","464,503,777.45","0","0","0","3,051,073.72","1,863,829.43","10,067,826,707.38","0","936,670,023.08","22,200,000","1,730,150,000","22,554,293,148.39","0","1,542,589,346.16","3,300,000","0","5,141,976,077.14","502,099,700.7","22,109,792,810.38","4,003,371,964.36","0","185,093.58","0","0","7,183,611,182.25","0","0","2,509,906,732.31","91,022,218.89","252,520,408.51","43,340,375,534.28","65,894,668,682.67","2,193,300,000","0","0","0","0","43,446,096.39","1,636,820,222.2","398,992,176.94","0","0","537,305,568.34","983,774,781.23","192,054,472.11","422,165,980.26","4,938,841,076.29","0","0","0","0","5,465,606,059.42","0","19,512,306,433.18","2,408,920,000","0","2,179,503,600.43","12,436,888","0","320,354,184.86","0","4,921,214,673.29","24,433,521,106.47","20,990,800,132","1,594,122,016.42","0","1,798,262,534.89","0","10,957,902,344.32","1,651,162.48","35,378,352,921.23","6,082,794,654.97","41,461,147,576.2","65,894,668,682.67"
600019,宝钢股份,"9,200,675,786.05","0","0","297,133,851.72","7,879,784,804.93","6,728,952,000.41","5,464,166,424.66","0","0","0","8,097,921.09","19,199,112.85","1,088,689,487.14","0","38,027,321,873.88","150,362,590","0","68,864,383,852.73","3,931,800,234.92","1,253,630,345.22","0","0","4,432,305,394.65","154,564,391.52","117,737,019,179.64","9,762,744,217.47","504,102,159.55","0","0","0","8,149,310,483.44","0","0","18,828,446.84","1,135,371,070.97","121,043,972.78","147,200,719,897","216,065,103,749.73","23,611,246,423.82","0","8,908,340,779.32","0","3,480,773.1","2,221,942,799.91","19,164,134,658.37","11,795,800,061.97","0","0","1,641,234,036.31","1,122,962,791.89","289,681,337.11","14,489,839.41","865,954,967.77","0","0","0","0","3,536,710,083.31","0","73,175,978,552.29","8,586,976,200","18,474,795,283.2","2,542,058,246.12","458,086,945.11","0","396,226,414.46","1,088,486,622.56","31,546,629,711.45","104,722,608,263.74","17,512,048,088","37,565,832,959.01","0","20,124,401,541.84","0","29,674,047,101.69","-145,142,801","104,746,478,252.34","6,596,017,233.65","111,342,495,485.99","216,065,103,749.73"
600020,中原高速,"3,051,491,621.21","0","0","0","0","116,180,411.46","519,259,517.67","0","0","0","1,046,500.01","0","126,127,786.86","0","634,992,632.67","0","114,300,000","4,563,398,469.88","0","0","0","0","979,557,299.77","26,520,455.36","18,779,548,093.81","2,747,005,601.51","0","13,531,877.98","0","0","914,806,287.74","0","0","312,243,291.51","16,286,074.52","0","23,789,498,982.2","28,352,897,452.08","130,000,000","0","0","0","0","0","3,234,716,630.65","688,902,769.83","0","0","41,801,282.97","-17,778,013.83","73,332,985.3","0","617,968,003.56","0","0","0","0","1,807,965,800.78","1,589,750","6,578,499,209.26","13,537,806,014.22","1,500,000,000","378,001,446.37","0","0","87,403,310.29","1,158,620.67","15,504,369,391.55","22,082,868,600.81","2,140,354,125","1,813,028,298.75","0","921,662,490.66","0","1,370,220,063.37","0","6,245,264,977.78","24,763,873.49","6,270,028,851.27","28,352,897,452.08"
600021,上海电力,"2,241,293,965.91","0","0","0","36,840,253.39","936,888,431.71","215,970,471.82","0","0","0","0","0","40,924,747.57","0","548,926,477.15","0","6,819,710.73","4,027,664,058.28","0","1,001,556,861.6","0","0","5,810,953,725.13","63,957,523.67","19,778,960,249.33","452,783,947.99","64,446,428.4","0","0","0","744,868,194.9","0","0","29,954,800","58,627,069.11","25,295,905.14","28,031,404,705.27","32,059,068,763.55","6,956,500,000","0","0","0","57,365,940.01","7,126,400","5,403,927,240.06","51,181,110.46","0","0","63,229,366.97","-363,591,266.22","81,617,190.45","0","490,133,297.07","0","0","0","0","500,000,000","500,000,000","13,747,489,278.8","4,510,907,934.55","2,500,000,000","0","370,896,430.59","45,764,000","32,654,246.58","2,086,453,749.39","9,546,676,361.11","23,294,165,639.91","2,139,739,257","3,333,795,244.43","0","366,565,329.45","0","-79,821,701.75","-750,735.67","5,759,527,393.46","3,005,375,730.18","8,764,903,123.64","32,059,068,763.55"
600022,山东钢铁,"1,764,760,503.63","0","0","0","952,253,146.25","418,489,980.43","943,394,903.69","0","0","0","0","0","192,776,246.43","0","6,398,039,272.46","0","0","10,669,714,052.89","0","0","0","0","8,600,000","0","15,255,184,365.3","6,447,895,177.35","249,345,692.8","0","0","0","0","0","0","0","162,467,754.27","0","22,123,492,989.72","32,793,207,042.61","6,191,472,400","0","0","0","0","1,958,117,714.29","4,108,814,801.76","2,083,587,101.29","0","0","10,241,001.97","-92,310,982.99","0","1,694,029.6","1,391,882,853.77","0","0","0","0","2,367,334,212.58","0","18,020,833,132.27","5,862,408,389","0","1,601,462,553.23","0","0","63,256,155.47","27,630,000","7,554,757,097.7","25,575,590,229.97","3,120,480,000","1,689,957,510.24","0","710,581,353.76","0","1,651,963,757.49","0","7,172,982,621.49","44,634,191.15","7,217,616,812.64","32,793,207,042.61"
600026,中海发展,"1,061,734,716.74","0","0","0","109,962,901.23","781,100,552.66","157,614,095.59","0","0","0","0","0","186,005,054.59","0","449,284,608.15","1,707,473.52","0","2,747,409,402.48","0","0","0","0","2,578,517,456.78","0","27,144,264,765.07","8,136,826,353.36","0","0","0","0","29,417,273.66","0","0","73,740,992.27","0","0","37,962,766,841.14","40,710,176,243.62","1,662,809,871","0","0","0","0","272,850,000","640,870,701.44","59,019,786.78","0","0","123,119,739.92","112,455,915.77","72,111,706.41","0","858,104,689.51","0","0","0","0","761,040,283.21","0","4,562,382,694.04","7,132,346,943.13","4,989,872,473.87","429,934,028.43","0","85,500,000","405,460,119.65","13,218,329.36","13,056,331,894.44","17,618,714,588.48","3,404,552,270","4,114,669,115.46","0","2,755,909,941.97","0","12,947,640,700.43","-644,226,357.98","22,578,545,669.88","512,915,985.26","23,091,461,655.14","40,710,176,243.62"
600027,华电国际,"1,266,436,000","0","0","0","118,623,000","3,862,051,000","859,688,000","0","0","0","0","0","600,709,000","0","1,760,239,000","0","1,136,987,000","9,604,733,000","0","42,906,000","0","68,393,000","9,512,944,000","0","74,557,721,000","14,609,301,000","879,631,000","0","0","0","9,543,341,000","0","790,552,000","0","322,269,000","270,810,000","118,255,619,000","127,860,352,000","24,299,330,000","0","0","0","0","2,208,011,000","5,531,952,000","569,327,000","0","0","130,193,000","270,335,000","293,739,000","7,664,000","2,931,861,000","0","0","0","0","7,408,832,000","0","46,660,227,000","50,159,994,000","5,346,441,000","1,234,710,000","8,020,000","0","1,960,728,000","903,034,000","59,612,927,000","106,273,154,000","6,771,084,000","4,512,428,000","0","1,533,554,000","0","3,109,795,000","0","15,926,861,000","5,660,337,000","21,587,198,000","127,860,352,000"
600028,中国石化,"18,140,000,000","0","0","0","15,950,000,000","43,093,000,000","5,247,000,000","0","0","0","0","0","9,880,000,000","0","156,546,000,000","0","594,000,000","249,450,000,000","0","0","0","0","45,037,000,000","0","540,700,000,000","89,599,000,000","0","0","0","0","27,440,000,000","0","8,298,000,000","7,560,000,000","15,578,000,000","1,727,000,000","735,939,000,000","985,389,000,000","29,298,000,000","0","0","0","0","3,818,000,000","132,528,000,000","57,324,000,000","0","0","7,444,000,000","33,814,000,000","0","0","54,871,000,000","0","0","0","0","5,530,000,000","0","325,627,000,000","58,895,000,000","115,180,000,000","0","0","15,573,000,000","15,017,000,000","2,415,000,000","207,080,000,000","532,707,000,000","86,702,000,000","29,414,000,000","0","141,711,000,000","0","163,132,000,000","-1,157,000,000","421,127,000,000","31,555,000,000","452,682,000,000","985,389,000,000"
600029,南方航空,"10,404,000,000","0","0","0","0","2,005,000,000","665,000,000","0","0","0","0","0","1,430,000,000","0","1,355,000,000","0","0","15,859,000,000","0","80,000,000","0","0","1,361,000,000","473,000,000","79,682,000,000","10,014,000,000","0","0","0","0","1,836,000,000","0","0","394,000,000","986,000,000","544,000,000","95,370,000,000","111,229,000,000","3,568,000,000","0","0","0","13,000,000","104,000,000","9,058,000,000","3,604,000,000","0","0","2,022,000,000","2,345,000,000","123,000,000","0","3,554,000,000","0","0","0","0","7,410,000,000","0","31,801,000,000","31,876,000,000","0","13,949,000,000","0","118,000,000","903,000,000","2,363,000,000","49,209,000,000","81,010,000,000","9,818,000,000","14,159,000,000","0","603,000,000","0","2,175,000,000","0","26,755,000,000","3,464,000,000","30,219,000,000","111,229,000,000"
600030,中信证券,"64,719,043,894.69","15,636,578,167.63","0","14,256,148,793.41","0","0","0","0","0","0","343,977,989.64","0","2,461,514,628.98","1,866,466,438.36","0","0","0","0","0","37,187,514,988.4","0","0","7,613,649,343.45","83,477,099.62","563,986,967.04","1,926,558,722","0","0","0","0","103,085,408.19","0","0","0","1,128,067,261.93","0","0","153,177,670,290.99","127,639,500","0","0","0","0","0","0","0","6,901,600,000","0","5,057,690,302.46","3,860,920,032.13","37,187,500","1,249,357.37","1,058,763,193.63","0","0","62,081,222,218.36","66,648,994.52","0","0","0","0","1,500,000,000","0","0","19,354,592.38","797,158,187.31","0","0","82,329,955,110.41","9,945,701,400","26,316,182,005.22","0","4,679,619,167.33","9,073,546,065.04","20,662,217,438.58","-242,367,108.05","70,434,898,968.12","412,816,212.46","70,847,715,180.58","153,177,670,290.99"
600031,三一重工,"5,970,395,766.79","0","0","53,135,444","1,113,171,816.49","5,727,911,696.09","1,335,359,518.34","0","0","0","0","0","549,513,658.85","0","5,687,266,405.07","0","0","20,436,754,305.63","0","0","0","0","197,943,104.55","0","6,148,382,845.48","2,166,485,241.91","674,915,079.09","0","0","0","1,560,099,562.61","3,557,421.05","0","2,178,052.02","150,450,506.68","0","10,904,011,813.39","31,340,766,119.02","4,994,435,438.14","0","0","0","206,900","2,276,999,098.66","4,388,744,405.34","958,488,521.71","0","0","313,633,603.42","734,946,323","20,768,943.75","517,315,000","2,293,104,400.43","0","0","0","0","1,032,344,100","0","17,530,986,734.45","1,212,233,200.8","488,560,703.64","0","0","87,171,606.49","33,082,658.44","70,208,534.42","1,891,256,703.79","19,422,243,438.24","5,062,470,758","9,694,596.46","0","1,371,878,205.36","0","5,007,802,883.97","-101,529,060.07","11,350,317,383.72","568,205,297.06","11,918,522,680.78","31,340,766,119.02"
600033,福建高速,"112,632,030.82","0","0","0","0","172,479,444.01","1,070,764,874.28","0","0","0","0","0","1,988,561.47","0","2,280,335.1","0","0","1,360,145,245.68","0","0","0","0","816,479,326.5","0","11,175,962,394.04","4,037,977,332.19","0","34,086,886.01","0","0","203,670","0","62,015,533.59","0","15,598,988.37","0","16,142,324,130.7","17,502,469,376.38","4,379,000,000","0","0","0","0","0","1,518,968,506.26","0","0","0","35,164,053.5","138,940,197.69","11,800,666.43","0","19,608,203.29","0","0","0","0","93,113,500","0","6,196,595,127.17","2,760,378,601.92","0","0","0","0","77,858,474.43","0","2,838,237,076.35","9,034,832,203.52","2,744,400,000","1,719,687,745.5","0","601,760,458.5","0","1,844,567,952.51","0","6,910,416,156.51","1,557,221,016.35","8,467,637,172.86","17,502,469,376.38"
600035,楚天高速,"620,555,541.75","0","0","0","240,000","1,824,536.64","474,864,043.66","0","0","0","0","0","12,683,190.82","0","35,750.58","0","0","1,110,203,063.45","0","0","0","0","0","0","2,444,373,486.95","2,445,644,010.9","802,329.13","0","0","0","5,659,717.72","0","0","0","5,208,438.69","0","4,901,687,983.39","6,011,891,046.84","600,000,000","0","0","0","0","0","372,398,197.35","117,655,108.98","0","0","13,321,572.73","55,969,294.91","0","0","177,017,354.44","0","0","0","0","0","0","1,336,361,528.41","1,500,000,000","0","0","0","0","0","0","1,500,000,000","2,836,361,528.41","931,652,495","880,351,046.26","0","433,111,031.75","0","745,295,112.24","0","2,990,409,685.25","185,119,833.18","3,175,529,518.43","6,011,891,046.84"
600036,招商银行,"0","0","58,917,000,000","12,079,000,000","0","0","0","0","0","0","7,588,000,000","0","0","176,547,000,000","0","0","0","0","1,402,160,000,000","271,683,000,000","97,614,000,000","0","1,130,000,000","1,946,000,000","15,038,000,000","0","0","0","0","0","2,620,000,000","0","0","0","3,706,000,000","0","0","2,402,507,000,000","0","0","0","45,573,000,000","188,000,000","0","0","0","33,439,000,000","0","3,220,000,000","4,972,000,000","10,369,000,000","0","8,577,000,000","0","0","0","0","0","0","0","0","36,285,000,000","0","0","0","924,000,000","0","0","2,268,501,000,000","21,577,000,000","36,197,000,000","0","10,880,000,000","16,812,000,000","49,063,000,000","-526,000,000","134,006,000,000","0","134,006,000,000","2,402,507,000,000"
600037,歌华有线,"3,079,975,632.01","0","0","0","3,298,000","867,226.5","94,510,811.54","0","0","0","0","0","5,970,782.95","0","116,725,240.88","12,562,359.03","0","3,313,910,052.91","0","141,440,000","0","99,947,697","142,128,383.63","19,242,019.07","4,541,597,828.63","400,015,987.52","350,941,396.35","0","0","0","98,214,642.66","0","1,295,475.11","17,428,019.8","6,019.09","0","5,812,257,468.86","9,126,167,521.77","0","0","0","0","0","170,977,304.5","302,076,511.1","495,435,707.23","0","0","122,001,900.68","-3,205,896.54","960,000","0","113,601,865.34","0","0","0","0","0","0","1,201,847,392.31","0","1,260,473,124.2","0","220,000,000","0","0","1,183,075,085.74","2,663,548,209.94","3,865,395,602.25","1,060,360,898","2,166,962,604.15","0","427,151,283.85","0","1,603,290,013.29","0","5,257,764,799.29","3,007,120.23","5,260,771,919.52","9,126,167,521.77"
600038,哈飞股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
