股票代码,简称,国家持有的有限售条件流通股份数,国有法人持有的有限售条件流通股份数,其他有限售条件的内资流通股份数,境内法人持有的有限售条件流通股份数,境内自然人持有的有限售条件流通股份数,有限售条件的外资流通股份数,境外法人持有的有限售条件流通股份数,境外自然人持有的有限售条件流通股份数,其他有限售股流通股数,有限售条件流通股数,无限售条件人民币普通股数,无限售条件境内上市的外资股数,无限售条件境外上市的外资股数,其他无限售条件已上市流通股份数,无限售条件流通股份合计,股份总数,国家持有的有限售条件流通股份占总股本比例(%),国有法人持有的有限售条件流通股份占总股本比例(%),其他有限售条件的内资流通股份占总股本比例(%),境内法人持有的有限售条件流通股份占总股本比例(%),境内自然人持有的有限售条件流通股份占总股本比例(%),有限售条件的外资流通股份占总股本比例(%),境外法人持有的有限售条件流通股份占总股本比例(%),境外自然人持有的有限售条件流通股份占总股本比例(%),其他有限售股流通股份占总股本比例(%),有限售条件流通股占总股本比例(%),无限售条件人民币普通股占总股本比例(%),无限售条件境内上市的外资股占总股本比例(%),无限售条件境外上市的外资股占总股本比例(%),其他无限售条件已上市流通股份占总股本比例(%),无限售条件流通股占总股本比例(%),股份总数占总股本比例(%)
600026,中海发展,"0","0","0","0","0","0","0","0","0","0","2,108,552,270","0","1,296,000,000","0","3,404,552,270","3,404,552,270","-","-","-","-","-","-","-","-","-","-",61.93,"-",38.07,"-",100.0,100.0
600027,华电国际,"150,000,000","0","0","0","0","0","0","0","0","150,000,000","5,190,056,200","0","1,431,028,000","0","6,621,084,200","6,771,084,200",2.22,"-","-","-","-","-","-","-","-",2.22,76.65,"-",21.13,"-",97.78,100.0
600028,中国石化,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600029,南方航空,"845,050,000","0","1,377,600,000","1,218,600,000","159,000,000","0","0","0","0","2,222,650,000","4,800,000,000","0","2,794,917,000","0","7,594,917,000","9,817,567,000",8.61,"-",14.03,12.41,1.62,"-","-","-","-",22.64,48.89,"-",28.47,"-",77.36,100.0
600030,中信证券,"0","0","90,000,000","0","66,489,348","0","0","0","0","90,000,000","9,855,701,400","0","0","0","9,855,701,400","9,945,701,400","-","-",0.91,"-",0.67,"-","-","-","-",0.91,99.09,"-","-","-",99.09,100.0
600031,三一重工,"0","0","375,270,758","0","375,270,758","0","0","0","0","375,270,758","4,687,200,000","0","0","0","4,687,200,000","5,062,470,758","-","-",7.41,"-",7.41,"-","-","-","-",7.41,92.59,"-","-","-",92.59,100.0
600033,福建高速,"1,404,652,473","0","0","0","0","0","0","0","0","1,404,652,473","1,339,747,527","0","0","0","1,339,747,527","2,744,400,000",51.18,"-","-","-","-","-","-","-","-",51.18,48.82,"-","-","-",48.82,100.0
600035,楚天高速,"0","0","0","0","0","0","0","0","0","0","931,652,495","0","0","0","931,652,495","931,652,495","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600036,招商银行,"0","0","0","0","0","0","0","0","0","0","17,666,130,885","0","3,910,478,000","0","21,576,608,885","21,576,608,885","-","-","-","-","-","-","-","-","-","-",81.88,"-",18.12,"-",100.0,100.0
600037,歌华有线,"0","0","0","0","0","0","0","0","0","0","1,060,360,898","0","0","0","1,060,360,898","1,060,360,898","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600038,哈飞股份,"0","168,856,500","0","0","0","0","0","0","0","168,856,500","168,493,500","0","0","0","168,493,500","337,350,000","-",50.05,"-","-","-","-","-","-","-",50.05,49.95,"-","-","-",49.95,100.0
600039,四川路桥,"0","0","0","0","0","0","0","0","0","0","304,000,000","0","0","0","304,000,000","304,000,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600048,保利地产,"0","80,845,765","0","0","0","0","0","0","0","80,845,765","4,494,791,665","0","0","0","4,494,791,665","4,575,637,430","-",1.77,"-","-","-","-","-","-","-",1.77,98.23,"-","-","-",98.23,100.0
600050,中国联通,"0","0","0","0","0","0","0","0","0","0","21,196,596,395","0","0","0","21,196,596,395","21,196,596,395","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600051,宁波联合,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600052,浙江广厦,"0","0","0","0","0","0","0","0","0","0","871,789,092","0","0","0","871,789,092","871,789,092","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600053,中江地产,"0","0","0","0","0","0","0","0","0","0","361,284,000","0","0","0","361,284,000","361,284,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600054,黄山旅游,"0","197,730,000","0","0","0","0","0","0","0","197,730,000","117,620,000","156,000,000","0","0","273,620,000","471,350,000","-",41.95,"-","-","-","-","-","-","-",41.95,24.95,33.1,"-","-",58.05,100.0
600055,华润万东,"0","0","0","0","0","0","0","0","0","0","216,450,000","0","0","0","216,450,000","216,450,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600056,中国医药,"0","0","0","0","0","0","0","0","0","0","310,957,920","0","0","0","310,957,920","310,957,920","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600057,象屿股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600058,五矿发展,"0","0","0","0","0","0","0","0","0","0","1,071,910,711","0","0","0","1,071,910,711","1,071,910,711","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600059,古越龙山,"0","257,403,167","45,266,796","32,266,796","13,000,000","0","0","0","0","302,669,963","332,186,400","0","0","0","332,186,400","634,856,363","-",40.55,7.13,5.08,2.05,"-","-","-","-",47.68,52.32,"-","-","-",52.32,100.0
600060,海信电器,"0","0","0","0","0","0","0","0","0","0","866,651,715","0","0","0","866,651,715","866,651,715","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600061,中纺投资,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600062,华润双鹤,"0","280,820,611","0","0","0","0","0","0","0","280,820,611","290,875,337","0","0","0","290,875,337","571,695,948","-",49.12,"-","-","-","-","-","-","-",49.12,50.88,"-","-","-",50.88,100.0
600063,皖维高新,"0","0","0","0","0","0","0","0","0","0","368,079,150","0","0","0","368,079,150","368,079,150","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600064,南京高科,"0","0","0","0","0","0","0","0","0","0","516,218,832","0","0","0","516,218,832","516,218,832","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600065,*ST联谊,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600066,宇通客车,"0","0","91,747,305","91,747,305","0","0","0","0","0","91,747,305","428,144,418","0","0","0","428,144,418","519,891,723","-","-",17.65,17.65,"-","-","-","-","-",17.65,82.35,"-","-","-",82.35,100.0
600067,冠城大通,"0","0","8,452,537","8,452,537","0","0","0","0","0","8,452,537","727,050,000","0","0","0","727,050,000","735,502,537","-","-",1.15,1.15,"-","-","-","-","-",1.15,98.85,"-","-","-",98.85,100.0
600068,葛洲坝,"0","0","0","0","0","0","0","0","0","0","3,487,458,977","0","0","0","3,487,458,977","3,487,458,977","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600069,银鸽投资,"51,330,798","112,243,346","0","0","0","0","0","0","0","163,574,144","661,800,000","0","0","0","661,800,000","825,374,144",6.22,13.6,"-","-","-","-","-","-","-",19.82,80.18,"-","-","-",80.18,100.0
600070,浙江富润,"0","0","0","0","0","0","0","0","0","0","140,675,760","0","0","0","140,675,760","140,675,760","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600071,凤凰光学,"0","0","0","0","0","0","0","0","0","0","237,472,456","0","0","0","237,472,456","237,472,456","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600072,中船股份,"0","0","0","0","0","0","0","0","0","0","398,691,322","0","0","0","398,691,322","398,691,322","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600073,上海梅林,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600074,*ST中达,"0","0","0","0","0","0","0","0","0","0","661,240,800","0","0","0","661,240,800","661,240,800","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600075,新疆天业,"0","0","0","0","0","0","0","0","0","0","438,592,000","0","0","0","438,592,000","438,592,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600076,青鸟华光,"0","0","0","0","0","0","0","0","0","0","365,536,000","0","0","0","365,536,000","365,536,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600077,宋都股份,"0","0","27,896,521","27,896,521","0","0","0","0","0","27,896,521","131,221,896","0","0","0","131,221,896","159,118,417","-","-",17.53,17.53,"-","-","-","-","-",17.53,82.47,"-","-","-",82.47,100.0
600078,澄星股份,"0","0","138,815,496","138,815,496","0","0","0","0","0","138,815,496","512,655,784","0","0","0","512,655,784","651,471,280","-","-",21.31,21.31,"-","-","-","-","-",21.31,78.69,"-","-","-",78.69,100.0
600079,人福医药,"0","0","73,264,434","73,264,434","0","0","0","0","0","73,264,434","398,321,252","0","0","0","398,321,252","471,585,686","-","-",15.54,15.54,"-","-","-","-","-",15.54,84.46,"-","-","-",84.46,100.0
600080,金花股份,"0","0","0","0","0","0","0","0","0","0","305,295,872","0","0","0","305,295,872","305,295,872","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600081,东风科技,"0","0","0","0","0","0","0","0","0","0","313,560,000","0","0","0","313,560,000","313,560,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600082,海泰发展,"0","0","18,941,984","18,731,384","210,600","0","0","0","0","18,941,984","627,173,842","0","0","0","627,173,842","646,115,826","-","-",2.93,2.9,0.03,"-","-","-","-",2.93,97.07,"-","-","-",97.07,100.0
600083,博信股份,"0","0","28,370,766","12,959,371","15,411,395","0","0","0","0","28,370,766","201,629,234","0","0","0","201,629,234","230,000,000","-","-",12.34,5.63,6.71,"-","-","-","-",12.34,87.66,"-","-","-",87.66,100.0
600084,中葡股份,"0","345,457,419","0","0","0","0","0","0","0","345,457,419","464,461,881","0","0","0","464,461,881","809,919,300","-",42.65,"-","-","-","-","-","-","-",42.65,57.35,"-","-","-",57.35,100.0
600085,同仁堂,"0","0","0","0","0","0","0","0","0","0","520,826,278","0","0","0","520,826,278","520,826,278","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600086,东方金钰,"0","18,000,000","155,936,918","149,642,040","6,294,878","0","0","0","0","173,936,918","178,344,754","0","0","0","178,344,754","352,281,672","-",5.11,44.26,42.48,1.78,"-","-","-","-",49.37,50.63,"-","-","-",50.63,100.0
600087,*ST长油,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600088,中视传媒,"0","147,009,628","0","0","0","0","0","0","0","147,009,628","184,412,372","0","0","0","184,412,372","331,422,000","-",44.36,"-","-","-","-","-","-","-",44.36,55.64,"-","-","-",55.64,100.0
600089,特变电工,"0","0","0","0","0","0","0","0","0","0","2,027,353,723","0","0","0","2,027,353,723","2,027,353,723","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600090,啤酒花,"0","0","0","0","0","0","0","0","0","0","367,916,646","0","0","0","367,916,646","367,916,646","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600091,ST明科,"0","0","0","0","0","0","0","0","0","0","336,526,000","0","0","0","336,526,000","336,526,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600092,S*ST精密,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600093,禾嘉股份,"0","0","0","0","0","0","0","0","0","0","322,447,500","0","0","0","322,447,500","322,447,500","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600094,大名城,"0","0","116,199,000","115,858,731","340,269","0","0","0","0","116,199,000","157,165,888","198,720,095","0","0","355,885,983","472,084,983","-","-",24.61,24.54,0.07,"-","-","-","-",24.61,33.29,42.1,"-","-",75.39,100.0
600095,哈高科,"0","0","0","0","0","0","0","0","0","0","361,263,565","0","0","0","361,263,565","361,263,565","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600096,云天化,"0","272,533,041","7,754","0","7,754","0","0","0","0","272,540,795","317,580,486","0","0","0","317,580,486","590,121,281","-",46.18,"-","-","-","-","-","-","-",46.18,53.82,"-","-","-",53.82,100.0
600097,开创国际,"0","87,148,012","0","0","0","0","0","0","0","87,148,012","115,449,889","0","0","0","115,449,889","202,597,901","-",43.02,"-","-","-","-","-","-","-",43.02,56.98,"-","-","-",56.98,100.0
600098,广州发展,"0","0","0","0","0","0","0","0","0","0","2,059,200,000","0","0","0","2,059,200,000","2,059,200,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600099,林海股份,"0","0","0","0","0","0","0","0","0","0","219,120,000","0","0","0","219,120,000","219,120,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600100,同方股份,"0","0","16,880,000","16,880,000","0","0","0","0","0","16,880,000","976,970,554","0","0","0","976,970,554","993,850,554","-","-",1.7,1.7,"-","-","-","-","-",1.7,98.3,"-","-","-",98.3,100.0
600101,明星电力,"0","0","0","0","0","0","0","0","0","0","324,178,977","0","0","0","324,178,977","324,178,977","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600102,莱钢股份,"0","688,503,152","0","0","0","0","0","0","0","688,503,152","233,769,940","0","0","0","233,769,940","922,273,092","-",74.65,"-","-","-","-","-","-","-",74.65,25.35,"-","-","-",25.35,100.0
600103,青山纸业,"0","85,680,000","0","0","0","0","0","0","0","85,680,000","976,161,600","0","0","0","976,161,600","1,061,841,600","-",8.07,"-","-","-","-","-","-","-",8.07,91.93,"-","-","-",91.93,100.0
600104,上汽集团,"0","72,098,054","648,882,479","0","0","0","0","0","0","720,980,533","8,521,441,158","0","0","0","8,521,441,158","9,242,421,691","-",0.78,7.02,"-","-","-","-","-","-",7.8,92.2,"-","-","-",92.2,100.0
600105,永鼎股份,"0","0","0","0","0","0","0","0","0","0","380,954,646","0","0","0","380,954,646","380,954,646","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600106,重庆路桥,"0","0","0","0","0","0","0","0","0","0","453,871,000","0","0","0","453,871,000","453,871,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600107,美尔雅,"0","0","406,345","406,345","0","0","0","0","0","406,345","359,593,655","0","0","0","359,593,655","360,000,000","-","-",0.11,0.11,"-","-","-","-","-",0.11,99.89,"-","-","-",99.89,100.0
600108,亚盛集团,"0","295,800,665","0","0","0","0","0","0","0","295,800,665","1,441,190,556","0","0","0","1,441,190,556","1,736,991,221","-",17.03,"-","-","-","-","-","-","-",17.03,82.97,"-","-","-",82.97,100.0
600109,国金证券,"0","179,213,588","394,365,496","394,365,496","0","0","0","0","0","573,579,084","426,663,040","0","0","0","426,663,040","1,000,242,124","-",17.92,39.42,39.42,"-","-","-","-","-",57.34,42.66,"-","-","-",42.66,100.0
600110,中科英华,"0","0","173,000,000","160,000,000","13,000,000","0","0","0","0","173,000,000","977,312,097","0","0","0","977,312,097","1,150,312,097","-","-",15.04,13.91,1.13,"-","-","-","-",15.04,84.96,"-","-","-",84.96,100.0
600111,包钢稀土,"0","314,191,382","0","0","0","0","0","0","0","314,191,382","493,156,618","0","0","0","493,156,618","807,348,000","-",38.92,"-","-","-","-","-","-","-",38.92,61.08,"-","-","-",61.08,100.0
600112,长征电气,
600113,浙江东日,"0","0","0","0","0","0","0","0","0","0","236,000,000","0","0","0","236,000,000","236,000,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600114,东睦股份,"0","0","22,642,000","22,642,000","0","65,180,000","65,180,000","0","0","87,822,000","107,678,000","0","0","0","107,678,000","195,500,000","-","-",11.58,11.58,"-",33.34,33.34,"-","-",44.92,55.08,"-","-","-",55.08,100.0
600115,东方航空,"0","5,120,263,860","0","0","0","1,437,375,000","1,437,375,000","0","0","6,557,638,860","2,661,950,000","0","2,056,950,000","0","4,718,900,000","11,276,538,860","-",45.4,"-","-","-",12.75,12.75,"-","-",58.15,23.61,"-",18.24,"-",41.85,100.0
600116,三峡水利,"32,736,000","0","57,970,000","57,970,000","0","0","0","0","0","90,706,000","176,827,200","0","0","0","176,827,200","267,533,200",12.24,"-",21.66,21.66,"-","-","-","-","-",33.9,66.1,"-","-","-",66.1,100.0
600117,西宁特钢,"0","0","0","0","0","0","0","0","0","0","741,219,252","0","0","0","741,219,252","741,219,252","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600118,中国卫星,"0","361,846,518","0","0","0","0","0","0","0","361,846,518","343,229,462","0","0","0","343,229,462","705,075,980","-",51.32,"-","-","-","-","-","-","-",51.32,48.68,"-","-","-",48.68,100.0
600119,长江投资,"0","0","0","0","0","0","0","0","0","0","307,400,000","0","0","0","307,400,000","307,400,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600120,浙江东方,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600121,郑州煤电,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600122,宏图高科,"0","30,000,000","172,596,751","150,096,751","22,500,000","0","0","0","0","202,596,751","363,798,049","0","0","0","363,798,049","566,394,800","-",5.3,30.47,26.5,3.97,"-","-","-","-",35.77,64.23,"-","-","-",64.23,100.0
600123,兰花科创,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600125,铁龙物流,"0","301,344,465","0","0","0","0","0","0","0","301,344,465","702,903,130","0","0","0","702,903,130","1,004,247,595","-",30.01,"-","-","-","-","-","-","-",30.01,69.99,"-","-","-",69.99,100.0
600126,杭钢股份,"0","427,858,763","0","0","0","0","0","0","0","427,858,763","411,079,987","0","0","0","411,079,987","838,938,750","-",51.0,"-","-","-","-","-","-","-",51.0,49.0,"-","-","-",49.0,100.0
600127,金健米业,"0","0","0","0","0","0","0","0","0","0","544,459,617","0","0","0","544,459,617","544,459,617","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600128,弘业股份,"0","0","0","0","0","0","0","0","0","0","246,767,500","0","0","0","246,767,500","246,767,500","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600129,太极集团,"0","0","0","0","0","0","0","0","0","0","426,894,000","0","0","0","426,894,000","426,894,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600130,波导股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600131,岷江水电,"0","139,731,705","1,343,448","1,343,448","0","0","0","0","0","141,075,153","363,050,002","0","0","0","363,050,002","504,125,155","-",27.71,0.27,0.27,"-","-","-","-","-",27.98,72.02,"-","-","-",72.02,100.0
600132,重庆啤酒,"0","0","0","0","0","0","0","0","0","0","483,971,198","0","0","0","483,971,198","483,971,198","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600133,东湖高新,"0","0","119,040,320","119,040,320","0","0","0","0","0","119,040,320","377,025,640","0","0","0","377,025,640","496,065,960","-","-",23.99,23.99,"-","-","-","-","-",23.99,75.01,"-","-","-",75.01,100.0
600135,乐凯胶片,"0","87,570,000","8,122,500","0","8,122,500","0","0","0","0","95,692,500","246,307,500","0","0","0","246,307,500","342,000,000","-",25.61,2.38,"-",2.38,"-","-","-","-",27.98,72.02,"-","-","-",72.02,100.0
600136,道博股份,"0","0","150,000","150,000","0","0","0","0","0","150,000","104,294,000","0","0","0","104,294,000","104,444,000","-","-",0.14,0.14,"-","-","-","-","-",0.14,99.86,"-","-","-",99.86,100.0
600137,浪莎股份,"0","0","0","0","0","0","0","0","0","0","97,217,588","0","0","0","97,217,588","97,217,588","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600138,中青旅,"0","82,438,816","0","0","0","0","0","0","0","82,438,816","332,911,184","0","0","0","332,911,184","415,350,000","-",19.85,"-","-","-","-","-","-","-",19.85,80.15,"-","-","-",80.15,100.0
600139,西部资源,"0","0","119,733,909","119,733,909","0","0","0","0","0","119,733,909","117,384,793","0","0","0","117,384,793","237,118,702","-","-",50.5,50.5,"-","-","-","-","-",50.5,49.5,"-","-","-",49.5,100.0
600141,兴发集团,"0","5,684,627","12,035,400","0","0","0","0","0","0","17,720,027","347,760,000","0","0","0","347,760,000","365,480,027","-",1.56,3.29,"-","-","-","-","-","-",4.85,95.15,"-","-","-",95.15,100.0
600143,金发科技,"0","0","0","0","0","0","0","0","0","0","1,396,500,000","0","0","0","1,396,500,000","1,396,500,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600145,国创能源,"0","0","144,702,068","144,702,068","0","0","0","0","0","144,702,068","232,982,932","0","0","0","232,982,932","377,685,000","-","-",38.32,38.32,"-","-","-","-","-",38.32,61.68,"-","-","-",61.68,100.0
600146,大元股份,"0","0","0","0","0","0","0","0","0","0","200,000,000","0","0","0","200,000,000","200,000,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600148,长春一东,
600149,廊坊发展,"0","0","55,050,000","55,050,000","0","0","0","0","0","55,050,000","325,110,000","0","0","0","325,110,000","380,160,000","-","-",14.48,14.48,"-","-","-","-","-",14.48,85.52,"-","-","-",85.52,100.0
600150,中国船舶,"0","0","0","0","0","0","0","0","0","0","662,556,538","0","0","0","662,556,538","662,556,538","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600151,航天机电,"0","0","0","0","0","0","0","0","0","0","957,474,730","0","0","0","957,474,730","957,474,730","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600152,维科精华,"0","0","0","0","0","0","0","0","0","0","293,494,200","0","0","0","293,494,200","293,494,200","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600153,建发股份,"0","0","0","0","0","0","0","0","0","0","2,237,750,741","0","0","0","2,237,750,741","2,237,750,741","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600155,*ST宝硕,"0","35,002,775","155,640,398","153,945,259","1,695,139","0","0","0","0","190,643,173","221,856,827","0","0","0","221,856,827","412,500,000","-",8.49,37.73,37.32,0.41,"-","-","-","-",46.22,53.78,"-","-","-",53.78,100.0
600156,华升股份,"0","3,794,120","0","0","0","0","0","0","0","3,794,120","398,316,582","0","0","0","398,316,582","402,110,702","-",0.94,"-","-","-","-","-","-","-",0.94,99.06,"-","-","-",99.06,100.0
