股票代码,简称,销售商品提供劳务收到的现金(元),客户存款和同业存放款项净增加额(元),向中央银行借款净增加额(元),向其他金融机构拆入资金净增加额(元),收到原保险合同保费取得的现金(元),收到再保险业务现金净额(元),保户储金及投资款净增加额(元),处置交易性金融资产净增加额(元),收取利息、手续费及佣金的现金(元),拆入资金净增加额(元),回购业务资金净增加额(元),收到的税费返还(元),收到的其他与经营活动有关的现金(元),经营活动现金流入小计(元),购买商品接受劳务支付的现金(元),客户贷款及垫款净增加额(元),存放中央银行和同业款项净增加额(元),支付原保险合同赔付款项的现金(元),支付利息、手续费及佣金的现金(元),支付保单红利的现金(元),支付给职工以及为职工支付的现金(元),支付的各项税费(元),支付的其他与经营活动有关的现金(元),经营活动现金流出小计(元),经营活动现金流量净额(元),收回投资所收到的现金(元),取得投资收益所收到的现金(元),处置固定资产、无形资产和其他长期资产而收回的现金(元),收回投资所收到的现金中的出售子公司收到的现金(元),收到的其他与投资活动有关的现金(元),投资活动现金流入小计(元),购建固定资产、无形资产和其他长期资产所支付的现金(元),投资所支付的现金(元),质押贷款净增加额(元),取得子公司及其他营业单位支付的现金净额(元),支付的其他与投资活动有关的现金(元),投资活动现金流出小计(元),投资活动产生的现金流量净额(元),吸收投资所收到的现金(元),吸收投资所收到的现金中的子公司吸收少数股东权益性投资收到的现金(元),借款所收到的现金(元),发行债券所收到的现金(元),收到其他与筹资活动有关的现金(元),筹资活动现金流入小计(元),偿还债务所支付的现金(元),分配股利利润或偿付利息所支付的现金(元),分配股利利润或偿付利息所支付的现金中的支付少数股东的股利(元),支付的其他与筹资活动有关的现金(元),筹资活动现金流出小计(元),筹资活动产生的现金流量净额(元),汇率变动对现金的影响(元),现金及现金等价物净增加额(元),现金及现金等价物余额(元)
600000,浦发银行,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600001,邯郸钢铁,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600002,齐鲁退市,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600003,ST东北高,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600004,白云机场,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600005,武钢股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600006,东风汽车,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600007,中国国贸,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600008,首创股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600009,上海机场,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600010,包钢股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600011,华能国际,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600012,皖通高速,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600015,华夏银行,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600016,民生银行,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600017,日照港,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600018,上港集团,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600019,宝钢股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600020,中原高速,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600021,上海电力,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600022,山东钢铁,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600026,中海发展,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600027,华电国际,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600028,中国石化,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600029,南方航空,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600030,中信证券,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600031,三一重工,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600033,福建高速,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600035,楚天高速,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600036,招商银行,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600037,歌华有线,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600038,哈飞股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600039,四川路桥,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600048,保利地产,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600050,中国联通,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600051,宁波联合,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600052,浙江广厦,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600053,中江地产,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600054,黄山旅游,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600055,华润万东,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600056,中国医药,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600057,象屿股份,"53,431,770,507.25","0","0","0","0","0","0","0","0","0","0","21,620,737.6","701,457,499.7","54,154,848,744.55","57,440,507,834.79","0","0","0","0","0","310,753,547.47","301,004,883.84","907,804,578.34","58,960,070,844.44","-4,805,222,099.89","35,710,547.68","196,235,238.37","349,310.9","0","0","232,295,096.95","108,634,096.63","253,556,711.06","0","1,196,393,845.82","16,381,762.14","1,574,966,415.65","-1,342,671,318.7","3,030,886,970.64","1,356,161,970","35,219,837,042.19","0","29,171,241.69","38,279,895,254.52","31,445,767,079.06","621,553,337.89","18,977,947.93","0","32,067,320,416.95","6,212,574,837.57","-25,938,735.8","38,742,683.18","720,416,468.51"
600058,五矿发展,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600059,古越龙山,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600060,海信电器,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600061,中纺投资,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
