股票代码,简称,国家持有的有限售条件流通股份数,国有法人持有的有限售条件流通股份数,其他有限售条件的内资流通股份数,境内法人持有的有限售条件流通股份数,境内自然人持有的有限售条件流通股份数,有限售条件的外资流通股份数,境外法人持有的有限售条件流通股份数,境外自然人持有的有限售条件流通股份数,其他有限售股流通股数,有限售条件流通股数,无限售条件人民币普通股数,无限售条件境内上市的外资股数,无限售条件境外上市的外资股数,其他无限售条件已上市流通股份数,无限售条件流通股份合计,股份总数,国家持有的有限售条件流通股份占总股本比例(%),国有法人持有的有限售条件流通股份占总股本比例(%),其他有限售条件的内资流通股份占总股本比例(%),境内法人持有的有限售条件流通股份占总股本比例(%),境内自然人持有的有限售条件流通股份占总股本比例(%),有限售条件的外资流通股份占总股本比例(%),境外法人持有的有限售条件流通股份占总股本比例(%),境外自然人持有的有限售条件流通股份占总股本比例(%),其他有限售股流通股份占总股本比例(%),有限售条件流通股占总股本比例(%),无限售条件人民币普通股占总股本比例(%),无限售条件境内上市的外资股占总股本比例(%),无限售条件境外上市的外资股占总股本比例(%),其他无限售条件已上市流通股份占总股本比例(%),无限售条件流通股占总股本比例(%),股份总数占总股本比例(%)
600010,包钢股份,"0","0","0","0","0","0","0","0","0","0","6,423,643,659","0","0","0","6,423,643,659","6,423,643,659","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600011,华能国际,"500,000,000","0","0","0","0","0","0","0","0","500,000,000","10,000,000,000","3,555,383,440","0","0","13,555,383,440","14,055,383,440",3.56,"-","-","-","-","-","-","-","-",3.56,71.14,25.3,"-","-",96.44,100.0
600012,皖通高速,"0","0","0","0","0","0","0","0","0","0","1,165,600,000","0","493,010,000","0","0","1,658,610,000","-","-","-","-","-","-","-","-","-","-",70.28,"-",29.72,"-","-",100.0
600015,华夏银行,"0","1,344,510,738","0","0","0","514,686,722","514,686,722","0","0","1,859,197,460","4,990,528,316","0","0","0","4,990,528,316","6,849,725,776","-",19.63,"-","-","-",7.51,7.51,"-","-",27.14,72.86,"-","-","-",72.86,100.0
600016,民生银行,"0","0","0","0","0","0","0","0","0","0","22,587,602,387","0","5,777,982,840","0","28,365,585,227","28,365,585,227","-","-","-","-","-","-","-","-","-","-",79.63,"-",20.37,"-",100.0,100.0
600017,日照港,"0","411,933,084","33,089,144","33,089,144","0","0","0","0","0","445,022,228","2,630,631,660","0","0","0","2,630,631,660","3,075,653,888","-",13.39,1.08,1.08,"-","-","-","-","-",14.47,85.53,"-","-","-",85.53,100.0
600018,上港集团,"0","1,764,379,518","0","0","0","0","0","0","0","1,764,379,518","20,990,800,132","0","0","0","20,990,800,132","22,755,179,650","-",7.75,"-","-","-","-","-","-","-",7.75,92.25,"-","-","-",92.25,100.0
600019,宝钢股份,"0","0","0","0","0","0","0","0","0","0","17,122,048,088","0","0","0","0","17,122,048,088","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-","-",100.0
600020,中原高速,"0","0","0","0","0","0","0","0","0","0","2,247,371,832","0","0","0","2,247,371,832","2,247,371,832","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600021,上海电力,"0","0","0","0","0","0","0","0","0","0","2,139,739,257","0","0","0","2,139,739,257","2,139,739,257","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600022,山东钢铁,"0","1,093,137,645","0","0","0","0","0","0","0","1,093,137,645","5,343,158,152","0","0","0","5,343,158,152","6,436,295,797","-",16.98,"-","-","-","-","-","-","-",16.98,83.02,"-","-","-",83.02,100.0
600026,中海发展,"0","0","0","0","0","0","0","0","0","0","2,108,552,613","0","1,296,000,000","0","3,404,552,613","3,404,552,613","-","-","-","-","-","-","-","-","-","-",61.93,"-",38.07,"-",100.0,100.0
600027,华电国际,"60,000,000","0","540,000,000","0","0","0","0","0","0","600,000,000","5,340,056,200","0","1,431,028,000","0","6,771,084,200","7,371,084,200",0.81,"-",7.33,"-","-","-","-","-","-",8.14,72.45,"-",19.41,"-",91.86,100.0
600028,中国石化,"0","0","0","0","0","0","0","0","0","0","70,039,798,886","0","16,780,488,000","0","0","86,820,286,886","-","-","-","-","-","-","-","-","-","-",80.67,"-",19.33,"-","-",100.0
600029,南方航空,"123,900,000","0","0","0","0","0","0","0","0","0","6,898,750,000","0","2,794,917,000","0","0","9,817,567,000",1.26,"-","-","-","-","-","-","-","-","-",70.27,"-",28.47,"-","-",100.0
600030,中信证券,"0","0","23,919,000","0","0","0","0","0","0","23,919,000","9,814,661,700","0","1,178,327,700","0","10,992,989,400","11,016,908,400","-","-",0.22,"-","-","-","-","-","-",0.22,89.09,"-",10.7,"-",99.78,100.0
600031,三一重工,"0","0","562,906,137","0","562,906,137","0","0","0","0","562,906,137","7,030,800,000","0","0","0","7,030,800,000","7,593,706,137","-","-",7.41,"-",7.41,"-","-","-","-",7.41,92.59,"-","-","-",92.59,100.0
600033,福建高速,"1,404,652,473","0","0","0","0","0","0","0","0","1,404,652,473","1,339,747,527","0","0","0","1,339,747,527","2,744,400,000",51.18,"-","-","-","-","-","-","-","-",51.18,48.82,"-","-","-",48.82,100.0
600035,楚天高速,"0","0","0","0","0","0","0","0","0","0","931,652,495","0","0","0","931,652,495","931,652,495","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600036,招商银行,"0","0","0","0","0","0","0","0","0","0","17,666,130,885","0","3,910,478,000","0","21,576,608,885","21,576,608,885","-","-","-","-","-","-","-","-","-","-",81.88,"-",18.12,"-",100.0,100.0
600037,歌华有线,"0","0","0","0","0","0","0","0","0","0","1,060,367,672","0","0","0","1,060,367,672","1,060,367,672","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600038,哈飞股份,"0","0","0","0","0","0","0","0","0","0","337,350,000","0","0","0","337,350,000","337,350,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600039,四川路桥,"0","499,300,000","0","0","0","0","0","0","0","499,300,000","547,200,000","0","0","0","547,200,000","1,046,500,000","-",47.71,"-","-","-","-","-","-","-",47.71,52.29,"-","-","-",52.29,100.0
600048,保利地产,"0","0","0","0","0","0","0","0","0","0","7,137,994,391","0","0","0","7,137,994,391","7,137,994,391","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600050,中国联通,"0","0","0","0","0","0","0","0","0","0","21,196,596,395","0","0","0","21,196,596,395","21,196,596,395","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600051,宁波联合,"0","0","0","0","0","0","0","0","0","0","302,400,000","0","0","0","302,400,000","302,400,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600052,浙江广厦,"0","0","0","0","0","0","0","0","0","0","871,789,092","0","0","0","871,789,092","871,789,092","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600053,中江地产,"0","0","0","0","0","0","0","0","0","0","433,540,800","0","0","0","433,540,800","433,540,800","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600054,黄山旅游,"0","197,730,000","0","0","0","0","0","0","0","197,730,000","117,620,000","156,000,000","0","0","273,620,000","471,350,000","-",41.95,"-","-","-","-","-","-","-",41.95,24.95,33.1,"-","-",58.05,100.0
600055,华润万东,"0","0","0","0","0","0","0","0","0","0","216,450,000","0","0","0","216,450,000","216,450,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600056,中国医药,"0","0","0","0","0","0","0","0","0","0","310,957,920","0","0","0","310,957,920","310,957,920","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600057,象屿股份,"0","0","0","0","0","0","0","0","0","430,000,000","429,840,000","0","0","0","429,840,000","859,840,000","-","-","-","-","-","-","-","-","-",50.01,49.99,"-","-","-",49.99,100.0
600058,五矿发展,"0","0","0","0","0","0","0","0","0","0","1,071,910,711","0","0","0","1,071,910,711","1,071,910,711","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600059,古越龙山,"0","30,869,567","0","0","0","0","0","0","0","30,869,567","603,986,796","0","0","0","603,986,796","634,856,363","-",4.86,"-","-","-","-","-","-","-",4.86,95.14,"-","-","-",95.14,100.0
600060,海信电器,"0","0","0","0","0","0","0","0","0","0","1,306,645,222","0","0","0","1,306,645,222","1,306,645,222","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600061,中纺投资,"0","0","0","0","0","0","0","0","0","0","429,082,940","0","0","0","429,082,940","429,082,940","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600062,华润双鹤,"0","0","0","0","0","0","0","0","0","0","571,695,948","0","0","0","571,695,948","571,695,948","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600063,皖维高新,"0","0","0","0","0","0","0","0","0","0","1,497,853,280","0","0","0","1,497,853,280","1,497,853,280","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600064,南京高科,"0","0","0","0","0","0","0","0","0","0","516,218,832","0","0","0","516,218,832","516,218,832","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600065,*ST联谊,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600066,宇通客车,"0","0","31,626,000","0","31,626,000","0","0","0","0","31,626,000","673,660,590","0","0","0","673,660,590","705,286,590","-","-",4.48,"-",4.48,"-","-","-","-",4.48,95.52,"-","-","-",95.52,100.0
600067,冠城大通,"0","0","0","0","0","0","0","0","0","0","1,176,804,059","0","0","0","1,176,804,059","1,176,804,059","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600068,葛洲坝,"0","0","0","0","0","0","0","0","0","0","3,487,458,977","0","0","0","3,487,458,977","3,487,458,977","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600069,银鸽投资,"0","0","0","0","0","0","0","0","0","0","825,374,144","0","0","0","825,374,144","825,374,144","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600070,浙江富润,"0","0","0","0","0","0","0","0","0","0","182,878,488","0","0","0","182,878,488","182,878,488","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600071,凤凰光学,"0","0","0","0","0","0","0","0","0","0","237,472,456","0","0","0","237,472,456","237,472,456","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600072,中船股份,"0","0","0","0","0","0","0","0","0","0","478,429,586","0","0","0","478,429,586","478,429,586","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600073,上海梅林,"0","49,316,037","164,025,000","164,025,000","0","0","0","0","0","213,341,037","534,600,000","0","0","0","534,600,000","747,941,037","-",6.59,21.93,21.93,"-","-","-","-","-",28.52,71.48,"-","-","-",71.48,100.0
600074,*ST中达,"0","0","0","0","0","0","0","0","0","0","661,240,800","0","0","0","661,240,800","661,240,800","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600075,新疆天业,"0","0","0","0","0","0","0","0","0","0","438,592,000","0","0","0","438,592,000","438,592,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600076,青鸟华光,"0","0","0","0","0","0","0","0","0","0","365,536,000","0","0","0","365,536,000","365,536,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600077,宋都股份,"0","0","660,128,016","599,694,518","60,433,498","0","0","0","0","660,128,016","413,527,536","0","0","0","413,527,536","1,073,655,552","-","-",61.49,55.86,5.63,"-","-","-","-",61.49,38.51,"-","-","-",38.51,100.0
600078,澄星股份,"0","0","0","0","0","0","0","0","0","0","662,572,861","0","0","0","662,572,861","662,572,861","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600079,人福医药,"0","0","48,227,052","35,112,282","13,114,770","0","0","0","0","48,227,052","445,216,584","0","0","0","445,216,584","493,443,636","-","-",9.77,7.12,2.65,"-","-","-","-",9.77,90.23,"-","-","-",90.23,100.0
600080,金花股份,"0","0","0","0","0","0","0","0","0","0","305,295,872","0","0","0","305,295,872","305,295,872","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600081,东风科技,"0","0","0","0","0","0","0","0","0","0","313,560,000","0","0","0","313,560,000","313,560,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600082,海泰发展,"0","0","16,597,304","16,243,964","353,340","0","0","0","0","16,597,304","629,518,522","0","0","0","629,518,522","646,115,826","-","-",2.57,2.51,0.06,"-","-","-","-",2.57,97.43,"-","-","-",97.43,100.0
600083,博信股份,"0","0","4,019,174","4,019,174","0","0","0","0","0","4,019,174","225,980,826","0","0","0","225,980,826","230,000,000","-","-",1.75,1.75,"-","-","-","-","-",1.75,98.25,"-","-","-",98.25,100.0
600084,中葡股份,"0","0","0","0","0","0","0","0","0","0","809,919,300","0","0","0","809,919,300","809,919,300","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600085,同仁堂,"0","0","0","0","0","0","0","0","0","0","1,302,065,695","0","0","0","0","1,302,065,695","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-","-",100.0
600086,东方金钰,"0","0","0","0","0","0","0","0","0","0","352,281,672","0","0","0","352,281,672","352,281,672","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600087,*ST长油,"0","405,000,000","0","0","0","0","0","0","0","405,000,000","2,989,189,206","0","0","0","2,989,189,206","3,394,189,206","-",11.93,"-","-","-","-","-","-","-",11.93,88.07,"-","-","-",88.07,100.0
600088,中视传媒,"0","0","0","0","0","0","0","0","0","0","331,422,000","0","0","0","331,422,000","331,422,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600089,特变电工,"0","0","0","0","0","0","0","0","0","0","2,635,559,840","0","0","0","2,635,559,840","2,635,559,840","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600090,啤酒花,"0","0","0","0","0","0","0","0","0","0","367,916,646","0","0","0","367,916,646","367,916,646","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600091,ST明科,"0","0","0","0","0","0","0","0","0","0","336,526,000","0","0","0","0","336,526,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-","-",100.0
600092,S*ST精密,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600093,禾嘉股份,"0","0","0","0","0","0","0","0","0","0","322,447,500","0","0","0","322,447,500","322,447,500","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600094,大名城,"0","0","1,113,458,829","1,113,458,829","0","0","0","0","0","1,113,458,829","199,378,018","198,720,095","0","0","398,098,113","1,511,556,942","-","-",73.66,73.66,"-","-","-","-","-",73.66,13.19,13.15,"-","-",26.34,100.0
600095,哈高科,"0","0","0","0","0","0","0","0","0","0","361,263,565","0","0","0","361,263,565","361,263,565","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600096,云天化,"0","0","17,754","0","17,754","0","0","0","0","17,754","693,616,756","0","0","0","693,616,756","693,634,510","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600097,开创国际,"0","87,148,012","0","0","0","0","0","0","0","87,148,012","115,449,889","0","0","0","115,449,889","202,597,901","-",43.02,"-","-","-","-","-","-","-",43.02,56.98,"-","-","-",56.98,100.0
600098,广州发展,"0","382,222,071","300,799,735","300,799,735","0","0","0","0","0","683,021,806","2,059,200,000","0","0","0","2,059,200,000","2,742,221,806","-",13.94,10.97,10.97,"-","-","-","-","-",24.91,75.09,"-","-","-",75.09,100.0
600099,林海股份,"0","0","0","0","0","0","0","0","0","0","219,120,000","0","0","0","219,120,000","219,120,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600100,同方股份,"0","0","0","0","0","0","0","0","0","0","1,987,701,108","0","0","0","1,987,701,108","1,987,701,108","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600101,明星电力,"0","0","0","0","0","0","0","0","0","0","324,178,977","0","0","0","324,178,977","324,178,977","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600102,莱钢股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600103,青山纸业,"0","0","0","0","0","0","0","0","0","0","1,061,841,600","0","0","0","1,061,841,600","1,061,841,600","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600104,上汽集团,"0","1,855,242,992","0","0","0","0","0","0","0","0","9,170,323,637","0","0","0","0","11,025,566,629","-",16.83,"-","-","-","-","-","-","-","-",83.17,"-","-","-","-",100.0
600105,永鼎股份,"0","0","0","0","0","0","0","0","0","0","380,954,646","0","0","0","380,954,646","380,954,646","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600106,重庆路桥,"0","0","0","0","0","0","0","0","0","0","907,742,000","0","0","0","0","907,742,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-","-",100.0
600107,美尔雅,"0","0","0","0","0","0","0","0","0","0","360,000,000","0","0","0","360,000,000","360,000,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600108,亚盛集团,"0","0","209,923,900","0","0","0","0","0","0","209,923,900","1,736,991,221","0","0","0","1,736,991,221","1,946,915,121","-","-",10.78,"-","-","-","-","-","-",10.78,89.22,"-","-","-",89.22,100.0
600109,国金证券,"0","29,489,206","264,340,372","264,340,372","0","0","0","0","0","293,829,578","1,000,242,124","0","0","0","1,000,242,124","1,294,071,702","-",2.28,20.43,20.43,"-","-","-","-","-",22.71,77.29,"-","-","-",77.29,100.0
600110,中科英华,"0","0","0","0","0","0","0","0","0","0","1,150,312,097","0","0","0","1,150,312,097","1,150,312,097","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600111,包钢稀土,"0","942,574,146","0","0","0","0","0","0","0","942,574,146","1,479,469,854","0","0","0","1,479,469,854","2,422,044,000","-",38.92,"-","-","-","-","-","-","-",38.92,61.08,"-","-","-",61.08,100.0
600112,长征电气,
600113,浙江东日,"0","0","0","0","0","0","0","0","0","0","318,600,000","0","0","0","318,600,000","318,600,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600114,东睦股份,"0","0","22,642,000","22,642,000","0","65,180,000","65,180,000","0","0","87,822,000","107,678,000","0","0","0","107,678,000","195,500,000","-","-",11.58,11.58,"-",33.34,33.34,"-","-",44.92,55.08,"-","-","-",55.08,100.0
600115,东方航空,"0","0","0","0","0","0","0","0","0","0","7,782,213,860","0","3,494,325,000","0","11,276,538,860","11,276,538,860","-","-","-","-","-","-","-","-","-","-",69.01,"-",30.99,"-",100.0,100.0
600116,三峡水利,"0","20,000,000","0","0","0","0","0","0","0","20,000,000","247,533,200","0","0","0","247,533,200","267,533,200","-",7.48,"-","-","-","-","-","-","-",7.48,92.52,"-","-","-",92.52,100.0
600117,西宁特钢,"0","0","0","0","0","0","0","0","0","0","741,219,252","0","0","0","741,219,252","741,219,252","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600118,中国卫星,"0","0","0","0","0","0","0","0","0","0","916,598,774","0","0","0","0","916,598,774","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-","-",100.0
600119,长江投资,"0","0","0","0","0","0","0","0","0","0","307,400,000","0","0","0","307,400,000","307,400,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600120,浙江东方,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","505,473,454","505,473,454","-","-","-","-","-","-","-","-","-","-","-","-","-","-",100.0,100.0
600121,郑州煤电,"0","316,999,213","0","0","0","0","0","0","0","316,999,213","629,140,000","0","0","0","629,140,000","946,139,213","-",34.0,"-","-","-","-","-","-","-",34.0,66.0,"-","-","-",66.0,100.0
600122,宏图高科,"0","0","0","0","0","0","0","0","0","0","1,132,789,600","0","0","0","1,132,789,600","1,132,789,600","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600123,兰花科创,"0","0","0","0","0","0","0","0","0","0","1,142,400,000","0","0","0","1,142,400,000","1,142,400,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600125,铁龙物流,"0","149,358,084","0","0","0","0","0","0","0","149,358,084","1,156,163,790","0","0","0","1,156,163,790","1,305,521,874","-",11.44,"-","-","-","-","-","-","-",11.44,88.56,"-","-","-",88.56,100.0
600126,杭钢股份,"0","0","0","0","0","0","0","0","0","0","838,938,750","0","0","0","838,938,750","838,938,750","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600127,金健米业,"0","0","0","0","0","0","0","0","0","0","544,459,617","0","0","0","544,459,617","544,459,617","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600128,弘业股份,"0","0","0","0","0","0","0","0","0","0","246,767,500","0","0","0","246,767,500","246,767,500","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600129,太极集团,"0","0","0","0","0","0","0","0","0","0","426,894,000","0","0","0","426,894,000","426,894,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600130,波导股份,"0","0","0","0","0","0","0","0","0","0","768,000,000","0","0","0","768,000,000","768,000,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600131,岷江水电,"0","105,592,703","1,165,520","1,165,520","0","0","0","0","0","106,758,223","397,366,932","0","0","0","397,366,932","504,125,155","-",20.95,0.23,0.23,"-","-","-","-","-",21.18,78.82,"-","-","-",78.82,100.0
600132,重庆啤酒,"0","0","0","0","0","0","0","0","0","0","483,971,198","0","0","0","483,971,198","483,971,198","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600133,东湖高新,"0","165,758,103","0","0","0","0","0","0","0","165,758,103","426,616,726","0","0","0","426,616,726","592,374,829","-",27.98,"-","-","-","-","-","-","-",27.98,72.02,"-","-","-",72.02,100.0
600135,乐凯胶片,"0","0","0","0","0","0","0","0","0","0","342,000,000","0","0","0","342,000,000","342,000,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600136,道博股份,"0","0","150,000","150,000","0","0","0","0","0","150,000","104,294,000","0","0","0","104,294,000","104,444,000","-","-",0.14,0.14,"-","-","-","-","-",0.14,99.86,"-","-","-",99.86,100.0
600137,浪莎股份,"0","0","0","0","0","0","0","0","0","0","97,217,588","0","0","0","97,217,588","97,217,588","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600138,中青旅,"0","0","0","0","0","0","0","0","0","0","415,350,000","0","0","0","415,350,000","415,350,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600139,西部资源,"0","0","100,390,882","100,390,882","0","0","0","0","0","100,390,882","561,499,626","0","0","0","561,499,626","661,890,508","-","-",15.17,15.17,"-","-","-","-","-",15.17,84.83,"-","-","-",84.83,100.0
600141,兴发集团,"0","34,197,453","41,397,174","0","0","0","0","0","0","75,594,627","359,795,400","0","0","0","359,795,400","435,390,027","-",7.85,9.51,"-","-","-","-","-","-",17.36,82.64,"-","-","-",82.64,100.0
600143,金发科技,"0","0","0","0","0","0","0","0","0","0","2,634,400,000","0","0","0","2,634,400,000","2,634,400,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600145,国创能源,"0","0","0","0","0","0","0","0","0","0","377,685,000","0","0","0","377,685,000","377,685,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600146,大元股份,"0","0","0","0","0","0","0","0","0","0","200,000,000","0","0","0","200,000,000","200,000,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600148,长春一东,
600149,廊坊发展,"0","50,050,000","0","0","0","0","0","0","0","50,050,000","330,110,000","0","0","0","330,110,000","380,160,000","-",13.17,"-","-","-","-","-","-","-",13.17,86.83,"-","-","-",86.83,100.0
600150,中国船舶,"0","0","0","0","0","0","0","0","0","0","1,378,117,598","0","0","0","1,378,117,598","1,378,117,598","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600151,航天机电,"0","91,077,295","201,627,872","0","0","0","0","0","0","292,705,167","957,474,730","0","0","0","957,474,730","1,250,179,897","-",7.29,16.12,"-","-","-","-","-","-",23.41,76.59,"-","-","-",76.59,100.0
600152,维科精华,"0","0","0","0","0","0","0","0","0","0","293,494,200","0","0","0","293,494,200","293,494,200","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
