股票代码,简称,1,2,3,4,5,6,7,8,9,10
600000,浦发银行,"股东名称：中国移动通信集团广东有限公司;持股数量：3,730,694,283;持股比例：20%","股东名称：上海国际集团有限公司;持股数量：3,157,513,917;持股比例：16.93%","股东名称：上海国际信托有限公司;持股数量：975,923,794;持股比例：5.23%","股东名称：上海国鑫投资发展有限公司;持股数量：377,101,999;持股比例：2.02%","股东名称：百联集团有限公司;持股数量：190,083,517;持股比例：1.02%","股东名称：雅戈尔集团股份有限公司;持股数量：176,900,000;持股比例：0.95%","股东名称：中国烟草总公司江苏省公司(江苏省烟草公司);持股数量：160,880,407;持股比例：0.86%","股东名称：中信证券股份有限公司客户信用交易担保证券账户;持股数量：156,086,170;持股比例：0.84%","股东名称：纳爱斯集团有限公司;持股数量：153,224,629;持股比例：0.82%","股东名称：中国太平洋人寿保险股份有限公司-分红-个人分红;持股数量：126,343,926;持股比例：0.68%"
600001,邯郸钢铁,"","","","","","","","","",""
600002,齐鲁退市,"","","","","","","","","",""
600003,ST东北高,"","","","","","","","","",""
600004,白云机场,"股东名称：广东省机场管理集团公司;持股数量：712,591,458;持股比例：61.96%","股东名称：富邦人寿保险股份有限公司－自有资金;持股数量：18,627,689;持股比例：1.62%","股东名称：高华－汇丰－GOLDMAN, SACHS & CO.;持股数量：15,736,754;持股比例：1.37%","股东名称：国泰君安证券股份有限公司;持股数量：5,801,128;持股比例：0.5%","股东名称：广州交通投资有限公司;持股数量：5,240,000;持股比例：0.46%","股东名称：中国建设银行股份有限公司－汇丰晋信中小盘股票型证券投资基金;持股数量：3,689,999;持股比例：0.32%","股东名称：中国民航机场建设集团公司;持股数量：3,650,000;持股比例：0.32%","股东名称：王皓;持股数量：2,900,000;持股比例：0.25%","股东名称：中国工商银行股份有限公司－富国沪深300增强证券投资基金;持股数量：2,884,329;持股比例：0.25%","股东名称：航联保险经纪有限公司;持股数量：2,800,000;持股比例：0.24%"
600005,武钢股份,"股东名称：武汉钢铁(集团)公司;持股数量：6,666,692,631;持股比例：66.05%","股东名称：吉富创业投资股份有限公司;持股数量：209,901,791;持股比例：2.08%","股东名称：杨涛;持股数量：51,470,795;持股比例：0.51%","股东名称：嘉实沪深300交易型开放式指数证券投资基金;持股数量：31,999,522;持股比例：0.32%","股东名称：中国人民健康保险股份有限公司－传统－普通保险产品;持股数量：26,209,332;持股比例：0.26%","股东名称：张文敏;持股数量：22,102,100;持股比例：0.22%","股东名称：华泰柏瑞沪深300交易型开放式指数证券投资基金;持股数量：18,500,503;持股比例：0.18%","股东名称：中国人民人寿保险股份有限公司－万能－个险万能;持股数量：17,082,231;持股比例：0.17%","股东名称：大通证券股份有限公司;持股数量：14,390,277;持股比例：0.14%","股东名称：华夏沪深300交易型开放式指数证券投资基金;持股数量：13,115,700;持股比例：0.13%"
600006,东风汽车,"股东名称：东风汽车有限公司;持股数量：1,202,000,000;持股比例：60.1%","股东名称：全国社保基金一零二组合;持股数量：12,000,000;持股比例：0.6%","股东名称：中国银河证券股份有限公司客户信用交易担保证券账户;持股数量：5,306,900;持股比例：0.27%","股东名称：申银万国证券股份有限公司客户信用交易担保证券账户;持股数量：3,119,501;持股比例：0.16%","股东名称：尚飞;持股数量：2,500,496;持股比例：0.13%","股东名称：袁晓兵;持股数量：2,283,200;持股比例：0.11%","股东名称：中国工商银行股份有限公司-汇添富上证综合指数证券投资基金;持股数量：1,980,920;持股比例：0.1%","股东名称：李苑琦;持股数量：1,920,050;持股比例：0.1%","股东名称：申银万国证券股份有限公司约定购回式证券交易专用证券账户;持股数量：1,882,600;持股比例：0.09%","股东名称：徐微;持股数量：1,859,900;持股比例：0.09%"
600007,中国国贸,"股东名称：中国国际贸易中心有限公司;持股数量：812,360,241;持股比例：80.65%","股东名称：中国工商银行-诺安股票证券投资基金;持股数量：20,660,906;持股比例：2.05%","股东名称：YALE UNIVERSITY;持股数量：16,299,587;持股比例：1.62%","股东名称：MERRILL LYNCH INTERNATIONAL;持股数量：10,401,502;持股比例：1.03%","股东名称：恒天投资管理有限公司;持股数量：9,623,000;持股比例：0.96%","股东名称：中国农业银行股份有限公司-新华优选分红混合型证券投资基金;持股数量：9,397,870;持股比例：0.93%","股东名称：泰康人寿保险股份有限公司-投连-个险投连;持股数量：4,959,842;持股比例：0.49%","股东名称：中国建设银行股份有限公司-新华钻石品质企业股票型证券投资基金;持股数量：4,745,275;持股比例：0.47%","股东名称：中信证券股份有限公司客户信用交易担保证券账户;持股数量：3,290,826;持股比例：0.33%","股东名称：国泰君安证券股份有限公司客户信用交易担保证券账户;持股数量：3,204,000;持股比例：0.32%"
600008,首创股份,"股东名称：北京首都创业集团有限公司;持股数量：1,309,291,709;持股比例：59.52%","股东名称：北京高校房地产开发总公司;持股数量：8,100,000;持股比例：0.37%","股东名称：中国人寿保险(集团)公司－传统－普通保险产品;持股数量：7,048,568;持股比例：0.32%","股东名称：中国人寿保险股份有限公司－分红－个人分红－005L－FH002沪;持股数量：6,770,739;持股比例：0.31%","股东名称：浙商证券股份有限公司约定购回式证券交易专用证券账户;持股数量：5,636,194;持股比例：0.26%","股东名称：邓春华;持股数量：5,468,560;持股比例：0.25%","股东名称：泰康人寿保险股份有限公司－分红－个人分红－019L－FH002沪;持股数量：5,249,844;持股比例：0.24%","股东名称：楼文胜;持股数量：5,000,000;持股比例：0.23%","股东名称：泰康人寿保险股份有限公司－投连－个险投连;持股数量：4,999,761;持股比例：0.23%","股东名称：吴懿兵;持股数量：4,530,805;持股比例：0.21%"
600009,上海机场,"股东名称：上海机场(集团)有限公司;持股数量：1,026,177,895;持股比例：53.25%","股东名称：UBS  AG;持股数量：19,796,901;持股比例：1.03%","股东名称：上海重阳投资有限公司;持股数量：19,628,877;持股比例：1.02%","股东名称：中国光大银行股份有限公司-光大保德信量化核心证券投资基金;持股数量：18,892,061;持股比例：0.98%","股东名称：中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪;持股数量：17,050,022;持股比例：0.88%","股东名称：博时价值增长证券投资基金;持股数量：16,639,665;持股比例：0.86%","股东名称：华润深国投信托有限公司-重阳3期证券投资集合资金信托计划;持股数量：14,247,621;持股比例：0.74%","股东名称：国际金融-渣打-GOVERNMENTOFSINGAPOREINVESTMENTCORPORATIONPTELTD;持股数量：13,607,166;持股比例：0.71%","股东名称：中国建设银行-华安宏利股票型证券投资基金;持股数量：12,000,000;持股比例：0.62%","股东名称：中国建设银行-银华富裕主题股票型证券投资基金;持股数量：11,738,942;持股比例：0.61%"
600010,包钢股份,"股东名称：包头钢铁（集团）有限责任公司;持股数量：3,931,012,313;持股比例：61.2%","股东名称：中信证券股份有限公司客户信用交易担保证券账户;持股数量：43,841,213;持股比例：0.68%","股东名称：中国建设银行-上投摩根中国优势证券投资基金;持股数量：26,199,923;持股比例：0.41%","股东名称：华泰证券股份有限公司客户信用交易担保证券账户;持股数量：21,862,976;持股比例：0.34%","股东名称：中国工商银行-上证50交易型开放式指数证券投资基金;持股数量：20,679,482;持股比例：0.32%","股东名称：中国银行股份有限公司-嘉实沪深300交易型开放式指数证券投资基金;持股数量：20,365,118;持股比例：0.32%","股东名称：广发证券股份有限公司客户信用交易担保证券账户;持股数量：20,608,597;持股比例：0.32%","股东名称：海通证券股份有限公司客户信用交易担保证券账户;持股数量：16,053,821;持股比例：0.25%","股东名称：申银万国证券股份有限公司客户信用交易担保证券账户;持股数量：13,000,876;持股比例：0.2%","股东名称：全国社保基金一一零组合;持股数量：11,991,056;持股比例：0.19%"
600011,华能国际,"股东名称：华能国际电力开发公司;持股数量：5,066,662,118;持股比例：36.05%","股东名称：香港中央结算(代理人)有限公司;持股数量：2,784,182,829;持股比例：19.81%","股东名称：中国华能集团公司;持股数量：1,561,371,213;持股比例：11.11%","股东名称：河北建设投资集团有限责任公司;持股数量：603,000,000;持股比例：4.29%","股东名称：中国华能集团香港有限公司;持股数量：472,000,000;持股比例：3.36%","股东名称：辽宁能源投资(集团)有限责任公司;持股数量：422,679,939;持股比例：3.01%","股东名称：江苏省投资管理有限责任公司;持股数量：416,500,000;持股比例：2.96%","股东名称：福建省投资开发集团有限责任公司;持股数量：369,499,900;持股比例：2.63%","股东名称：大连市建设投资集团有限公司;持股数量：301,500,000;持股比例：2.15%","股东名称：汇丰代理人(香港)有限公司;持股数量：275,267,640;持股比例：1.96%"
600012,皖通高速,"股东名称：安徽省高速公路控股集团有限公司;持股数量：521,733,374;持股比例：31.46%","股东名称：HKSCC NOMINEES LIMITED(代理人);持股数量：489,863,898;持股比例：29.53%","股东名称：招商局华建公路投资有限公司;持股数量：349,345,689;持股比例：21.06%","股东名称：邓普顿投资顾问有限公司;持股数量：7,733,171;持股比例：0.47%","股东名称：匡顺清;持股数量：4,117,923;持股比例：0.25%","股东名称：张凤桐;持股数量：4,059,638;持股比例：0.24%","股东名称：光大证券股份有限公司;持股数量：3,799,919;持股比例：0.23%","股东名称：新光投信株式会社-中国本土股票母基金NO.1;持股数量：2,713,000;持股比例：0.16%","股东名称：兴业国际信托有限公司-福建中行新股申购资金信托项目<3期>;持股数量：2,021,613;持股比例：0.12%","股东名称：张建宾;持股数量：1,875,016;持股比例：0.11%"
600015,华夏银行,"股东名称：首钢总公司;持股数量：1,388,851,181;持股比例：20.28%","股东名称：国网英大国际控股集团有限公司;持股数量：1,249,226,892;持股比例：18.24%","股东名称：DEUTSCHE BANK LUXEMBOURG S.A.德意志银行卢森堡股份有限公司;持股数量：635,686,722;持股比例：9.28%","股东名称：DEUTSCHE BANK AKTIENGESELLSCHAFT德意志银行股份有限公司;持股数量：562,373,461;持股比例：8.21%","股东名称：红塔烟草（集团）有限责任公司;持股数量：299,600,000;持股比例：4.37%","股东名称：润华集团股份有限公司;持股数量：213,376,112;持股比例：3.12%","股东名称：SAL.OPPENHEIM JR.＆CIE. KOMMANDITGESELLSCHAFT AUF AKTIEN萨尔?奥彭海姆股份有限合伙企业;持股数量：171,200,000;持股比例：2.5%","股东名称：北京三吉利能源股份有限公司;持股数量：119,526,949;持股比例：1.74%","股东名称：上海健特生命科技有限公司;持股数量：89,568,322;持股比例：1.31%","股东名称：易方达 50 指数证券投资基金;持股数量：51,105,960;持股比例：0.75%"
