股票代码,简称,货币资金(元),结算备付金(元),拆出资金(元),交易性金融资产(元),应收票据(元),应收帐款(元),预付帐款(元),应收保费(元),应收分保账款(元),应收分保合同准备金(元),应收利息(元),应收股利(元),其他应收款(元),买入返售金融资产(元),存货(元),一年内到期的非流动资产(元),其他流动资产(元),流动资产合计(元),发放贷款和垫款(元),可供出售金融资产(元),持有至到期投资(元),长期应收款(元),长期股权投资(元),投资性房地产(元),固定资产净额(元),在建工程(元),工程物资(元),固定资产清理(元),生产性生物资产(元),油气资产(元),无形资产(元),开发支出(元),商誉(元),长期待摊费用(元),递延税款借项合计(元),其他长期资产(元),非流动资产合计(元),资产总计(元),短期借款(元),向中央银行借款(元),吸收存款及同业存放(元),拆入资金(元),交易性金融负债(元),应付票据(元),应付帐款(元),预收帐款(元),卖出回购金融资产款(元),应付手续费及佣金(元),应付职工薪酬(元),应交税金(元),应付利息(元),应付股利(元),其他应付款(元),应付分保账款(元),保险合同准备金(元),代理买卖证券款(元),代理承销证券款(元),一年内到期的长期负债(元),其他流动负债(元),流动负债合计(元),长期借款(元),应付债券(元),长期应付款(元),专项应付款(元),预计负债(元),递延税款贷项合计(元),其他长期负债(元),长期负债合计(元),负债合计(元),股本(元),资本公积(元),库存股(元),盈余公积(元),一般风险准备(元),未分配利润(元),外币报表折算差额(元),归属于母公司所有者权益合计(元),少数股东权益(元),股东权益合计(元),负债和股东权益合计(元)
600010,包钢股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600011,华能国际,"9,433,385,354","0","0","0","755,331,124","14,806,790,255","434,952,980","0","0","0","69,592","150,000,000","793,638,460","0","6,469,025,605","13,842,239","17,291,588","33,523,725,446","0","1,627,777,620","0","726,213,773","17,951,940,432","0","0","18,877,532,566","2,678,280,448","58,603,045","0","0","10,350,136,456","0","12,180,956,875","150,244,710","762,560,872","446,580,000","226,751,127,656","260,274,853,102","37,937,046,246","0","0","0","0","103,385,199","12,174,486,464","147,799,211","0","0","188,837,308","409,847,260","1,047,409,617","166,270,103","10,677,357,133","0","0","0","0","18,487,606,360","15,565,626,305","97,182,623,185","60,513,671,227","23,726,550,054","208,820,395","51,468,800","0","1,788,922,254","2,374,773,512","89,047,611,347","186,230,234,532","14,055,383,440","16,662,521,932","0","7,131,699,685","0","0","-817,242,939","61,747,779,816","12,296,838,754","74,044,618,570","260,274,853,102"
600012,皖通高速,"904,072,864.34","0","0","0","0","0","0","0","0","0","4,002,265.26","35,000,000","401,167,129.33","0","3,824,028.62","0","0","1,348,066,287.55","0","0","0","0","570,973,310.04","378,009,480.54","0","57,829,086.51","0","0","0","0","8,922,856,343.84","0","0","0","42,143,054.15","0","10,854,901,788.46","12,202,968,076.01","158,048,470.71","0","0","0","0","0","476,816,907.23","1,050,000","0","0","27,659,190.93","61,721,658.65","3,033,852.35","6,958,727.79","132,526,181.22","0","0","0","0","2,036,157,306.75","17,638,401.63","2,921,610,697.26","577,050,000","0","644,327,733.45","0","0","126,832,159.19","39,453,670.73","1,387,663,563.37","4,309,274,260.63","1,658,610,000","280,523,374.06","0","893,254,381.85","0","0","0","7,059,531,947.53","834,161,867.85","7,893,693,815.38","12,202,968,076.01"
600015,华夏银行,"0","0","21,606,000,000","8,699,000,000","0","0","0","0","0","0","7,475,000,000","0","2,908,000,000","327,447,000,000","0","0","0","0","800,726,000,000","65,134,000,000","109,265,000,000","0","82,000,000","0","0","0","0","0","0","0","91,000,000","0","0","0","4,475,000,000","0","0","1,672,447,000,000","0","30,000,000","0","35,538,000,000","0","0","0","0","59,884,000,000","0","5,178,000,000","3,750,000,000","11,634,000,000","0","1,439,000,000","0","0","0","0","0","0","0","0","8,400,000,000","0","0","2,000,000","0","0","0","1,586,428,000,000","8,905,000,000","28,693,000,000","0","4,585,000,000","12,949,000,000","0","0","85,420,000,000","599,000,000","86,019,000,000","1,672,447,000,000"
600016,民生银行,"0","0","108,026,000,000","22,262,000,000","0","0","0","0","0","0","12,339,000,000","0","0","570,424,000,000","0","0","0","0","1,539,447,000,000","111,387,000,000","133,124,000,000","0","145,000,000","0","0","0","0","0","0","0","5,392,000,000","0","0","0","10,683,000,000","0","0","3,226,210,000,000","0","405,000,000","0","29,204,000,000","0","0","0","0","64,567,000,000","0","7,682,000,000","5,112,000,000","27,749,000,000","54,000,000","0","0","0","0","0","0","0","0","0","91,968,000,000","0","0","2,188,000,000","0","0","0","3,021,923,000,000","28,366,000,000","46,392,000,000","0","16,456,000,000","42,487,000,000","0","-12,000,000","197,712,000,000","6,575,000,000","204,287,000,000","3,226,210,000,000"
600017,日照港,"798,932,699.46","0","0","0","816,156,872.66","604,982,318.33","2,208,420","0","0","0","0","0","48,703,252.97","0","121,422,167.45","0","0","2,392,405,730.87","0","0","0","0","303,174,744","0","0","2,666,294,012.05","0","0","0","0","1,037,795,325.38","0","156,195,333.44","0","22,782,177.33","54,639,186","13,496,103,269.8","15,888,509,000.67","1,236,670,000","0","0","0","0","0","108,529,866.83","58,146,808.55","0","0","88,541,596.4","63,738,480.85","25,666,666.67","0","528,652,297.88","0","0","0","0","446,893,333.34","270,000,000","2,826,839,050.52","1,981,517,779.89","495,465,190.58","119,583,334","0","0","0","60,000,000","2,656,566,304.47","5,483,405,354.99","3,075,653,888","2,955,824,159.04","0","424,187,369.39","0","0","0","9,470,308,878.94","934,794,766.74","10,405,103,645.68","15,888,509,000.67"
600018,上港集团,"5,450,827,714.8","0","0","0","300,220,080.74","2,094,310,105.62","4,269,461,167.9","0","0","0","1,614,650.3","21,469,323.1","1,163,590,804.16","0","2,738,054,657.68","24,500,000","2,725,079,831.77","18,789,128,336.07","0","1,479,843,140.54","3,300,000","0","10,621,553,145.95","526,901,662.42","0","2,015,309,299.48","0","2,850,532.61","0","0","13,941,360,293.22","0","0","5,307,237,838.47","621,535,271.72","371,666,879.42","69,822,493,525.35","88,611,621,861.42","5,118,770,000","0","0","0","0","60,849,772","1,230,506,480.87","297,187,365.59","0","0","507,162,951.05","618,010,351.82","470,707,869.97","372,136,734.8","5,611,920,966.62","0","0","0","0","3,434,767,171.8","0","20,722,019,664.52","2,274,057,157","8,000,000,000","1,444,267,342.18","29,115,827.54","0","265,816,291.58","27,996,473.39","12,041,253,091.69","32,763,272,756.21","22,755,179,650","7,611,809,576.31","0","3,437,324,056.56","0","0","-10,500,503.04","49,819,605,645.35","6,028,743,459.86","55,848,349,105.21","88,611,621,861.42"
600019,宝钢股份,"12,881,234,298.49","0","0","28,738,843.94","12,147,274,807.14","11,274,903,876.09","3,063,667,270.7","0","0","0","740,275,608.57","60,887,153.28","1,644,745,236.41","91,000,000","31,086,740,188.46","4,760,000,000","277,031,463.05","78,056,498,746.13","0","1,009,142,907.29","0","13,514,754,636.88","13,681,009,703.67","475,625,029.59","0","15,173,486,763.5","232,296,401.98","0","0","0","6,878,417,865.39","0","0","886,044,247.32","2,052,778,079.55","5,418,157,904.4","148,611,841,082.08","226,668,339,828.21","34,470,625,308.28","0","7,598,875,519.12","300,000,000","0","2,429,960,640.68","18,175,471,239.5","11,971,576,846.67","666,961,287.43","0","1,696,560,100.99","1,781,381,390.45","226,797,561.21","14,070,461.91","1,225,243,921.84","0","0","0","0","12,227,658,084.57","1,848,866,666.64","94,634,049,029.29","4,702,446,502.87","3,502,708,347.2","0","739,598,541.24","0","304,859,283.39","2,718,747,282.41","11,968,359,957.11","106,602,408,986.4","16,471,724,924","32,966,712,988.03","0","24,528,201,377.92","0","0","-521,151,950.22","110,512,197,768.9","9,553,733,072.91","120,065,930,841.81","226,668,339,828.21"
600020,中原高速,"3,631,896,828.44","0","0","0","0","116,860,589.67","368,640,287.21","0","0","0","0","0","19,184,096.21","0","1,629,532,058.02","0","103,470,041.78","5,869,583,901.33","0","0","0","0","2,591,270,682.02","70,372,062.57","0","1,836,011,481.52","0","13,723,198.61","0","0","7,964,425,912.06","0","0","248,759,868.2","54,442,173.3","0","29,478,542,419.36","35,348,126,320.69","2,700,000,000","0","0","0","0","0","2,267,722,800.32","1,012,166,304.35","0","0","80,021,958.03","-65,922,575","190,572,798.03","0","596,309,452.84","0","0","0","0","1,609,074,776.99","0","8,389,945,515.56","14,870,386,302.23","4,479,873,307","378,001,446.37","0","0","202,013,315.78","40,521,616.1","19,970,795,987.48","28,360,741,503.04","2,247,371,832","1,786,512,568.5","0","1,002,984,268.26","0","0","0","6,970,702,790.24","16,682,027.41","6,987,384,817.65","35,348,126,320.69"
600021,上海电力,"1,473,769,871.84","0","0","0","9,889,887.61","1,814,606,684.65","260,121,989.15","0","0","0","0","9,500,000","83,517,252.73","0","513,215,616.26","0","12,395,222.78","4,177,016,525.02","0","1,176,102,040.8","0","0","6,391,983,622.62","57,756,473.43","0","3,486,030,691.53","0","0","0","0","669,535,598.7","0","283,500","12,794,268.41","98,280,982.71","1,237,819,694.95","30,875,824,757.33","35,052,841,282.35","243,987,800","0","0","0","0","0","1,429,076,813.34","67,687,211.48","0","0","52,747,116.19","113,226,401.18","213,919,623.04","0","388,388,776.4","0","0","0","0","3,324,892,040.93","3,500,000,000","9,333,925,782.56","10,762,372,128.26","2,481,562,765.31","687,576,714.28","100,792,039.59","25,764,000","37,114,945.68","133,415,402.99","14,228,597,996.11","23,562,523,778.67","2,139,739,257","3,508,722,334.28","0","558,994,480.38","0","0","-9,812,965.31","7,919,489,581.59","3,570,827,922.09","11,490,317,503.68","35,052,841,282.35"
600022,山东钢铁,"2,116,160,163.13","0","0","0","3,320,678,822.1","461,603,381.91","414,809,750.89","0","0","0","0","0","275,369,787.43","0","6,428,957,708.54","0","245,217.18","13,017,824,831.18","0","0","0","0","198,255,359.78","0","0","4,542,807,078.74","0","1,137,354.98","0","0","159,362,712.31","0","0","191,920.71","80,993,736.32","0","38,536,944,441.96","51,554,769,273.14","11,461,552,780.21","0","0","0","0","802,743,669.74","18,467,538,878.86","2,068,880,434.68","0","0","270,108,161.37","-18,658,814.55","112,563,866.7","1,694,029.6","513,428,985.25","0","0","0","0","225,600,000","2,613,277.01","33,908,065,268.87","2,506,906,799.36","2,000,000,000","0","0","28,000,000","0","52,023,976.76","4,586,930,776.12","38,494,996,044.99","6,436,295,797","7,664,456,219.41","0","715,200,012.6","0","0","0","13,009,078,044.04","50,695,184.11","13,059,773,228.15","51,554,769,273.14"
600026,中海发展,"1,919,204,136.32","0","0","0","151,653,977.1","1,598,630,832.46","256,319,634.34","0","0","0","0","50,000,000","179,853,537.39","0","888,287,303.66","0","0","5,043,949,421.27","0","151,026,950.49","0","219,289,481.94","4,558,539,284.54","1,076,280,488","0","3,489,044,868.09","0","0","0","0","21,936,644.68","0","0","49,384,886.45","297,589,869.16","0","53,798,529,566.88","58,842,478,988.15","4,402,458,876.43","0","0","0","0","433,770,000","1,108,963,229.05","111,150,075.54","0","0","53,066,425.95","-642,743,155.67","229,467,744.77","0","1,178,231,235.66","0","0","0","0","4,235,889,157.36","0","11,110,253,589.09","15,412,551,535.53","8,391,928,057.81","1,162,690,742.06","0","349,694,883.13","198,794,676.25","4,688,705.01","25,520,348,599.79","36,630,602,188.88","3,404,555,984","5,160,494,694.42","0","2,877,436,346.44","0","0","-1,027,725,403.82","21,227,371,256.99","984,505,542.28","22,211,876,799.27","58,842,478,988.15"
600027,华电国际,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600028,中国石化,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600029,南方航空,"12,610,000,000","0","0","0","0","2,213,000,000","947,000,000","0","0","0","0","60,000,000","1,911,000,000","0","1,647,000,000","0","1,183,000,000","20,571,000,000","0","61,000,000","0","0","2,679,000,000","508,000,000","0","17,314,000,000","0","0","0","0","2,443,000,000","0","0","415,000,000","1,339,000,000","566,000,000","144,574,000,000","165,145,000,000","14,412,000,000","0","0","0","0","3,000,000","11,035,000,000","5,815,000,000","0","0","2,291,000,000","797,000,000","269,000,000","0","3,881,000,000","0","0","0","0","10,710,000,000","0","49,213,000,000","37,246,000,000","0","31,373,000,000","0","41,000,000","880,000,000","4,180,000,000","73,720,000,000","122,933,000,000","9,818,000,000","14,406,000,000","0","1,169,000,000","0","0","0","34,139,000,000","8,073,000,000","42,212,000,000","165,145,000,000"
600030,中信证券,"55,679,623,473.02","12,130,321,979.29","0","69,898,019,216.66","0","0","0","0","0","0","2,165,506,780.7","21,310.19","345,583,029.93","22,091,991,844.47","0","0","0","0","0","25,351,175,094","0","0","14,651,014,141.08","432,348,229.56","0","903,706,441.12","0","0","0","0","1,915,891,288.09","0","10,047,494,513.2","195,830,294.21","1,323,254,389.82","0","0","271,354,248,951.82","2,525,220,343.44","0","0","4,710,000,000","19,283,110,036.5","0","0","0","55,704,255,109.45","0","3,295,862,334","2,203,344,456.76","890,887,986.47","2,050,491.39","869,632,001.55","0","0","45,196,158,517.76","61,259,657.45","0","0","0","567,000,000","26,177,107,880.67","0","0","0","872,286,123.86","0","0","181,952,153,799.06","11,016,908,400","34,094,111,852.78","0","6,439,142,432.99","11,401,723,975.27","0","-895,532,627.82","87,688,484,740.93","1,713,610,411.83","89,402,095,152.76","271,354,248,951.82"
600031,三一重工,"6,380,294,000","0","0","344,120,000","1,065,860,000","18,727,664,000","566,586,000","0","0","0","2,411,000","0","1,733,918,000","0","9,416,837,000","71,608,000","560,516,000","38,869,814,000","0","401,332,000","0","145,319,000","375,496,000","0","0","1,993,689,000","232,243,000","0","0","0","4,813,447,000","261,057,000","41,698,000","0","476,945,000","50,123,000","24,997,969,000","63,867,783,000","2,423,762,000","0","0","0","399,048,000","1,930,201,000","6,217,813,000","1,038,779,000","0","0","335,139,000","521,573,000","48,934,000","267,118,000","3,893,013,000","0","0","0","0","876,467,000","0","17,951,847,000","19,613,992,000","493,359,000","80,524,000","0","291,113,000","297,599,000","130,512,000","20,907,099,000","38,858,946,000","7,616,504,000","128,106,000","0","2,437,083,000","0","0","-461,417,000","23,887,722,000","1,121,115,000","25,008,837,000","63,867,783,000"
600033,福建高速,"341,280,214.87","0","0","0","0","613,107,353.81","7,037,221.56","0","0","0","0","0","29,301,849.13","0","7,855,203.69","0","0","998,581,843.06","0","0","0","0","494,278,305.42","0","0","32,073,809.95","0","3,271,326.57","0","0","0","0","62,015,533.59","59,835.17","18,252,211.33","170,691,011.46","18,212,294,476.99","19,210,876,320.05","100,000,000","0","0","0","5,599,573.68","0","1,652,925,249.63","5,484,689","0","0","59,290,541.46","131,644,137.94","88,103,426.92","0","37,625,435.52","0","0","0","0","440,220,000","0","2,520,893,054.15","5,669,376,778.93","1,495,827,687.1","707,252.47","0","0","285,831,568.47","0","7,451,743,286.97","9,972,636,341.12","2,744,400,000","1,722,593,430.68","0","698,623,047.96","0","0","0","7,508,951,416.44","1,729,288,562.49","9,238,239,978.93","19,210,876,320.05"
600035,楚天高速,"695,132,900","0","0","0","3,370,000","29,394,908.2","618,837,186.57","0","0","0","0","0","11,382,321.26","0","0","0","0","1,358,117,316.03","0","0","0","0","0","0","0","3,887,187,867.9","999,607.2","0","0","0","7,252,615,323.88","0","0","8,226,240","7,220,741.95","122,826,715","11,742,768,560.28","13,100,885,876.31","500,000,000","0","0","0","0","0","837,274,411.43","189,397,265.72","0","0","22,847,913.66","56,439,561.57","32,071,892.18","0","723,770,755.76","0","0","0","0","100,000,000","499,675,958.9","2,961,477,759.22","6,196,609,530.68","0","0","0","0","0","0","6,196,609,530.68","9,158,087,289.9","931,652,495","880,351,046.26","0","649,004,882.29","0","0","0","3,522,341,055","420,457,531.41","3,942,798,586.41","13,100,885,876.31"
600036,招商银行,"0","0","148,047,000,000","0","0","0","0","0","0","0","17,699,000,000","0","0","318,905,000,000","0","0","0","0","2,148,330,000,000","289,265,000,000","208,927,000,000","0","1,424,000,000","1,701,000,000","0","0","0","0","0","0","2,996,000,000","0","0","0","8,064,000,000","0","0","4,016,399,000,000","0","0","0","125,132,000,000","0","0","0","0","153,164,000,000","0","5,119,000,000","8,722,000,000","30,988,000,000","0","21,218,000,000","0","0","0","0","0","0","0","0","68,936,000,000","0","0","0","770,000,000","0","0","3,750,443,000,000","25,220,000,000","61,976,000,000","0","23,502,000,000","46,347,000,000","0","-1,736,000,000","265,465,000,000","491,000,000","265,956,000,000","4,016,399,000,000"
600037,歌华有线,"3,491,434,821.44","0","0","0","0","71,842,680.09","20,051,715.68","0","0","0","0","0","5,910,859.26","0","123,253,717.5","15,690,678.22","12,856,905","3,741,041,377.19","0","0","0","56,959,339.94","339,844,273.79","53,526,211.58","0","590,805,552.09","238,578,542.65","0","0","0","102,301,440.79","0","1,295,475.11","12,251,861.97","841,349.81","78,302,202.25","6,576,621,924.66","10,317,663,301.85","0","0","0","0","0","6,586,400","285,962,055.93","504,474,491.91","0","0","141,264,039.9","21,743,906.52","2,079,859.6","0","103,071,487.85","0","0","0","0","0","0","1,065,182,241.71","0","1,458,814,654.18","0","733,000,500","0","0","1,277,025,474.56","3,468,840,628.74","4,534,022,870.45","1,060,368,074","2,052,716,647.62","0","520,679,582.03","0","0","0","5,778,402,816.2","5,237,615.2","5,783,640,431.4","10,317,663,301.85"
600038,哈飞股份,"4,106,387,455.65","0","0","0","70,131,066.59","1,239,948,071.62","731,876,783.2","0","0","0","0","0","29,177,249.02","0","10,767,291,526.02","0","38,709,982.96","16,983,522,135.06","0","0","0","0","257,901,356.94","0","0","492,576,658.85","4,370,310.53","37,984.28","0","0","568,791,049.07","0","0","1,659,533.38","40,074,139.32","0","3,746,588,755.21","20,730,110,890.27","495,000,000","0","0","0","0","2,663,554,633.81","6,143,594,714.45","4,189,971,038.58","0","0","22,959,915.54","34,691,186.6","0","0","398,515,663.01","0","0","0","0","0","186,248,043.95","14,134,535,195.94","151,500,000","0","341,599,482.21","58,952,949.24","58,594,865.19","0","78,250,000","688,897,296.64","14,823,432,492.58","589,476,716","4,232,719,717.3","0","288,268,014.58","0","0","0","5,892,068,698.66","14,609,699.03","5,906,678,397.69","20,730,110,890.27"
600039,四川路桥,"6,280,762,062.9","0","0","11,754,139.97","4,500,000","730,919,910.99","701,086,540.63","0","0","0","369,000","0","4,105,746,985.56","0","11,066,658,831.27","146,982,875.4","20,639,089.01","23,069,419,435.73","0","162,510,133.05","0","2,456,736,177.33","761,706,664","22,226,264.59","0","2,179,013.61","0","796,621.65","0","0","14,586,297,333.68","0","0","99,606,221.06","109,420,567.04","224,903,351.24","21,196,871,155.05","44,266,290,590.78","3,989,854,879.93","0","0","0","0","375,557,246","8,925,580,524.27","4,320,619,751.71","0","0","222,142,280.04","300,931,796.12","66,150,694.93","114,852,498.22","3,021,542,893.7","0","0","0","0","1,112,736,371.69","496,460,379.79","22,946,429,316.4","12,458,314,240","1,488,930,305.64","39,115,965.34","6,699,983.68","16,338,271.09","42,067,718.3","13,118,196.39","14,064,584,680.44","37,011,013,996.84","1,509,866,336","2,474,436,839.02","0","183,759,399.05","0","0","684,802.66","6,504,306,052.94","750,970,541","7,255,276,593.94","44,266,290,590.78"
